s,C,mol/mol
Time,"TC_Center","CO_Center"
 1.6597314E+002, 1.3434297E+002, 8.6023516E-005
 1.6635269E+002, 1.3298579E+002, 8.6631329E-005
 1.6668742E+002, 1.3245266E+002, 9.6627504E-005
 1.6709579E+002, 1.3371791E+002, 1.1783015E-004
 1.6747871E+002, 1.3748423E+002, 1.4616139E-004
 1.6780273E+002, 1.4309986E+002, 1.6928133E-004
 1.6812674E+002, 1.4929986E+002, 1.7647999E-004
 1.6854797E+002, 1.5650232E+002, 1.7161951E-004
 1.6890438E+002, 1.6231726E+002, 1.5688365E-004
 1.6926080E+002, 1.6559951E+002, 1.4530735E-004
 1.6961722E+002, 1.6712648E+002, 1.3819483E-004
 1.6997364E+002, 1.6750404E+002, 1.3213120E-004
 1.7029328E+002, 1.6707913E+002, 1.2723674E-004
 1.7070882E+002, 1.6587175E+002, 1.2457108E-004
 1.7106042E+002, 1.6423824E+002, 1.2184770E-004
 1.7141203E+002, 1.6266527E+002, 1.1922735E-004
 1.7176364E+002, 1.6117014E+002, 1.1704961E-004
 1.7211525E+002, 1.5974068E+002, 1.1543602E-004
 1.7246685E+002, 1.5828058E+002, 1.1451534E-004
 1.7286061E+002, 1.5667131E+002, 1.1420168E-004
 1.7318874E+002, 1.5493974E+002, 1.1314931E-004
 1.7355599E+002, 1.5314354E+002, 1.0952905E-004
 1.7390998E+002, 1.5112339E+002, 1.0475943E-004
 1.7424238E+002, 1.4910353E+002, 1.0341427E-004
 1.7460101E+002, 1.4711409E+002, 1.0591759E-004
 1.7501909E+002, 1.4504437E+002, 1.1049505E-004
 1.7537129E+002, 1.4323228E+002, 1.1490526E-004
 1.7568838E+002, 1.4188233E+002, 1.1826795E-004
 1.7605176E+002, 1.4067538E+002, 1.2146633E-004
 1.7647380E+002, 1.3961190E+002, 1.2501563E-004
 1.7681143E+002, 1.3891511E+002, 1.2603932E-004
 1.7714906E+002, 1.3843139E+002, 1.2206118E-004
 1.7748670E+002, 1.3791513E+002, 1.1392831E-004
 1.7787438E+002, 1.3727247E+002, 1.0585666E-004
 1.7823916E+002, 1.3682251E+002, 1.0488315E-004
 1.7856017E+002, 1.3697448E+002, 1.1103951E-004
 1.7896143E+002, 1.3805336E+002, 1.2384003E-004
 1.7928244E+002, 1.4027594E+002, 1.4317836E-004
 1.7968370E+002, 1.4404696E+002, 1.6982743E-004
 1.8001273E+002, 1.4968394E+002, 2.0598015E-004
 1.8036584E+002, 1.5636141E+002, 2.4438234E-004
 1.8080722E+002, 1.6490098E+002, 2.7913631E-004
 1.8112902E+002, 1.7295307E+002, 2.8842949E-004
 1.8144038E+002, 1.7901615E+002, 2.7935327E-004
 1.8185293E+002, 1.8426887E+002, 2.5027311E-004
 1.8219543E+002, 1.8698429E+002, 2.0878665E-004
 1.8253793E+002, 1.8731423E+002, 1.8711036E-004
 1.8288043E+002, 1.8669659E+002, 1.8534285E-004
 1.8330855E+002, 1.8598494E+002, 1.9307956E-004
 1.8365105E+002, 1.8559700E+002, 1.9996860E-004
 1.8399354E+002, 1.8569712E+002, 2.0284062E-004
 1.8433604E+002, 1.8672214E+002, 2.2119614E-004
 1.8475390E+002, 1.9027786E+002, 2.6593425E-004
 1.8505536E+002, 1.9720894E+002, 3.1605875E-004
 1.8541184E+002, 2.0493429E+002, 3.1868546E-004
 1.8577660E+002, 2.1148930E+002, 2.8333025E-004
 1.8614136E+002, 2.1516776E+002, 2.3951086E-004
 1.8650613E+002, 2.1503277E+002, 1.9850250E-004
 1.8687089E+002, 2.1118754E+002, 1.6833572E-004
 1.8723565E+002, 2.0521420E+002, 1.4859555E-004
 1.8760042E+002, 1.9869005E+002, 1.4042892E-004
 1.8796518E+002, 1.9288869E+002, 1.4405451E-004
 1.8832995E+002, 1.8876869E+002, 1.5700414E-004
 1.8869471E+002, 1.8653771E+002, 1.7689227E-004
 1.8905947E+002, 1.8604176E+002, 2.0128325E-004
 1.8942424E+002, 1.8695225E+002, 2.2459218E-004
 1.8977458E+002, 1.8860934E+002, 2.4005115E-004
 1.9012812E+002, 1.9025509E+002, 2.4190067E-004
 1.9051773E+002, 1.9111027E+002, 2.1708291E-004
 1.9085996E+002, 1.8990060E+002, 1.8296152E-004
 1.9120219E+002, 1.8707163E+002, 1.5833280E-004
 1.9154442E+002, 1.8353495E+002, 1.4657035E-004
 1.9188665E+002, 1.8021009E+002, 1.4572483E-004
 1.9231444E+002, 1.7730367E+002, 1.4873434E-004
 1.9265667E+002, 1.7527784E+002, 1.5342983E-004
 1.9299890E+002, 1.7417031E+002, 1.5967977E-004
 1.9337043E+002, 1.7362644E+002, 1.6983219E-004
 1.9372790E+002, 1.7349256E+002, 1.7567433E-004
 1.9404247E+002, 1.7288598E+002, 1.6563059E-004
 1.9443568E+002, 1.7038108E+002, 1.4020881E-004
 1.9482889E+002, 1.6486616E+002, 1.0951217E-004
 1.9514345E+002, 1.5855577E+002, 9.5366694E-005
 1.9553667E+002, 1.5239356E+002, 9.4325095E-005
 1.9585123E+002, 1.4774214E+002, 1.1021068E-004
 1.9628376E+002, 1.4637369E+002, 1.6778632E-004
 1.9662979E+002, 1.5143991E+002, 3.0431117E-004
 1.9697582E+002, 1.6234574E+002, 4.0042575E-004
 1.9732184E+002, 1.7562537E+002, 3.8475431E-004
 1.9766787E+002, 1.8810054E+002, 3.2704317E-004
 1.9805602E+002, 1.9839800E+002, 2.7867364E-004
 1.9836655E+002, 2.0452272E+002, 2.4408630E-004
 1.9877481E+002, 2.0597704E+002, 2.1670189E-004
 1.9908310E+002, 2.0399217E+002, 1.9485982E-004
 1.9948682E+002, 2.0019033E+002, 1.8020568E-004
 1.9980979E+002, 1.9583573E+002, 1.7124383E-004
 2.0023773E+002, 1.9153448E+002, 1.6930381E-004
 2.0059300E+002, 1.8764640E+002, 1.6425374E-004
 2.0094827E+002, 1.8441467E+002, 1.5441182E-004
 2.0130354E+002, 1.8105526E+002, 1.4316666E-004
 2.0164743E+002, 1.7754653E+002, 1.3550001E-004
 2.0203460E+002, 1.7392864E+002, 1.3134599E-004
 2.0234434E+002, 1.7057885E+002, 1.2667596E-004
 2.0273151E+002, 1.6728578E+002, 1.2124774E-004
 2.0304125E+002, 1.6406445E+002, 1.1569280E-004
 2.0343063E+002, 1.6113249E+002, 1.1421218E-004
 2.0377502E+002, 1.5847358E+002, 1.1868682E-004
 2.0418268E+002, 1.5675986E+002, 1.3243450E-004
 2.0451484E+002, 1.5658978E+002, 1.5227626E-004
 2.0485540E+002, 1.5757477E+002, 1.6431643E-004
 2.0522639E+002, 1.5894899E+002, 1.6350682E-004
 2.0557389E+002, 1.5980787E+002, 1.5557568E-004
 2.0594798E+002, 1.5956178E+002, 1.4622316E-004
 2.0634451E+002, 1.5834916E+002, 1.4096990E-004
 2.0667371E+002, 1.5709813E+002, 1.4206175E-004
 2.0703121E+002, 1.5638640E+002, 1.4885778E-004
 2.0739586E+002, 1.5654737E+002, 1.6202379E-004
 2.0779697E+002, 1.5726776E+002, 1.6799645E-004
 2.0813350E+002, 1.5759654E+002, 1.6451541E-004
 2.0844144E+002, 1.5683490E+002, 1.4842496E-004
 2.0882637E+002, 1.5458069E+002, 1.2758056E-004
 2.0923439E+002, 1.5111179E+002, 1.1300892E-004
 2.0957312E+002, 1.4774919E+002, 1.0603729E-004
 2.0991185E+002, 1.4508035E+002, 1.0398736E-004
 2.1025059E+002, 1.4288164E+002, 1.0421025E-004
 2.1067400E+002, 1.4118694E+002, 1.0862211E-004
 2.1098234E+002, 1.4059851E+002, 1.1899766E-004
 2.1134366E+002, 1.4114495E+002, 1.3293898E-004
 2.1172583E+002, 1.4304014E+002, 1.5123380E-004
 2.1210800E+002, 1.4644049E+002, 1.7151822E-004
 2.1241373E+002, 1.5063606E+002, 1.8950346E-004
 2.1279590E+002, 1.5536634E+002, 2.0418193E-004
 2.1317807E+002, 1.6061868E+002, 2.1606496E-004
 2.1348380E+002, 1.6506693E+002, 2.2156215E-004
 2.1388890E+002, 1.6923818E+002, 2.2397931E-004
 2.1422267E+002, 1.7317981E+002, 2.2519548E-004
 2.1458417E+002, 1.7690861E+002, 2.2718508E-004
 2.1492276E+002, 1.8084563E+002, 2.3068479E-004
 2.1528727E+002, 1.8479326E+002, 2.3663260E-004
 2.1565177E+002, 1.8853103E+002, 2.3936284E-004
 2.1601627E+002, 1.9141881E+002, 2.3306298E-004
 2.1641723E+002, 1.9285146E+002, 2.1556831E-004
 2.1673799E+002, 1.9228284E+002, 1.9272743E-004
 2.1713895E+002, 1.8996084E+002, 1.7183106E-004
 2.1745971E+002, 1.8666034E+002, 1.5878378E-004
 2.1786066E+002, 1.8340051E+002, 1.5940190E-004
 2.1818143E+002, 1.8161626E+002, 1.7286349E-004
 2.1858238E+002, 1.8238678E+002, 1.9428735E-004
 2.1890315E+002, 1.8428245E+002, 2.0415924E-004
 2.1930410E+002, 1.8493508E+002, 1.7968583E-004
 2.1964090E+002, 1.8301994E+002, 1.4287504E-004
 2.1999374E+002, 1.7838434E+002, 1.1594824E-004
 2.2034658E+002, 1.7219068E+002, 9.8729286E-005
 2.2074267E+002, 1.6548472E+002, 9.0664576E-005
 2.2105955E+002, 1.5936882E+002, 8.9858870E-005
 2.2145564E+002, 1.5383419E+002, 9.2963596E-005
 2.2177252E+002, 1.4909566E+002, 9.7726383E-005
 2.2216861E+002, 1.4566523E+002, 1.0857598E-004
 2.2248549E+002, 1.4390907E+002, 1.2360567E-004
 2.2288158E+002, 1.4364749E+002, 1.3331941E-004
 2.2327767E+002, 1.4428790E+002, 1.3688275E-004
 2.2359455E+002, 1.4492434E+002, 1.3294457E-004
 2.2399064E+002, 1.4502581E+002, 1.2617044E-004
 2.2434802E+002, 1.4435844E+002, 1.1764461E-004
 2.2467377E+002, 1.4299391E+002, 1.0927817E-004
 2.2502953E+002, 1.4131146E+002, 1.0361727E-004
 2.2538740E+002, 1.3985972E+002, 1.0465070E-004
 2.2578105E+002, 1.3910132E+002, 1.1219688E-004
 2.2612878E+002, 1.3924658E+002, 1.2161833E-004
 2.2648963E+002, 1.4000635E+002, 1.2900201E-004
 2.2687285E+002, 1.4106282E+002, 1.3392199E-004
 2.2718323E+002, 1.4205069E+002, 1.3687832E-004
 2.2757729E+002, 1.4312243E+002, 1.4035728E-004
 2.2790444E+002, 1.4447077E+002, 1.4412683E-004
 2.2828453E+002, 1.4634860E+002, 1.5107895E-004
 2.2867152E+002, 1.4912959E+002, 1.6458547E-004
 2.2904275E+002, 1.5237430E+002, 1.7706105E-004
 2.2932117E+002, 1.5538095E+002, 1.8516152E-004
 2.2968237E+002, 1.5838229E+002, 1.8824404E-004
 2.3006625E+002, 1.6185506E+002, 1.8436912E-004
 2.3043012E+002, 1.6488620E+002, 1.7432784E-004
 2.3083038E+002, 1.6644402E+002, 1.5487753E-004
 2.3115059E+002, 1.6596352E+002, 1.3234613E-004
 2.3155085E+002, 1.6401308E+002, 1.1396057E-004
 2.3187106E+002, 1.6120395E+002, 1.0058727E-004
 2.3227132E+002, 1.5783971E+002, 9.2191386E-005
 2.3259152E+002, 1.5430207E+002, 8.7557244E-005
 2.3299178E+002, 1.5080505E+002, 8.4986650E-005
 2.3331199E+002, 1.4751716E+002, 8.4708814E-005
 2.3371225E+002, 1.4439741E+002, 8.3417620E-005
 2.3404847E+002, 1.4121678E+002, 8.1467786E-005
 2.3440070E+002, 1.3827726E+002, 7.9871257E-005
 2.3475293E+002, 1.3547883E+002, 8.1498134E-005
 2.3510516E+002, 1.3336687E+002, 8.9599813E-005
 2.3550204E+002, 1.3209708E+002, 9.9725770E-005
 2.3581086E+002, 1.3169020E+002, 1.0831607E-004
 2.3623549E+002, 1.3198476E+002, 1.1430842E-004
 2.3654848E+002, 1.3275562E+002, 1.1862059E-004
 2.3692859E+002, 1.3395391E+002, 1.2389795E-004
 2.3730870E+002, 1.3590376E+002, 1.3336015E-004
 2.3761279E+002, 1.3845210E+002, 1.4695201E-004
 2.3799290E+002, 1.4234846E+002, 1.7068940E-004
 2.3832739E+002, 1.4809536E+002, 2.0694755E-004
 2.3874551E+002, 1.5508422E+002, 2.3567199E-004
 2.3906327E+002, 1.6227009E+002, 2.5293850E-004
 2.3946966E+002, 1.6912966E+002, 2.6324435E-004
 2.3980078E+002, 1.7563068E+002, 2.7054243E-004
 2.4013191E+002, 1.8094568E+002, 2.7585545E-004
 2.4054582E+002, 1.8658747E+002, 2.8099064E-004
 2.4087695E+002, 1.9199884E+002, 2.8472446E-004
 2.4120808E+002, 1.9651015E+002, 2.8866003E-004
 2.4156404E+002, 2.0110800E+002, 2.9845562E-004
 2.4198614E+002, 2.0694638E+002, 3.1008199E-004
 2.4228078E+002, 2.1356855E+002, 3.1804862E-004
 2.4266975E+002, 2.2058285E+002, 3.2293264E-004
 2.4307836E+002, 2.2839210E+002, 3.1318358E-004
 2.4342350E+002, 2.3397030E+002, 2.9413337E-004
 2.4376865E+002, 2.3705249E+002, 2.7100379E-004
 2.4411379E+002, 2.3711993E+002, 2.3769396E-004
 2.4445893E+002, 2.3367087E+002, 2.0900423E-004
 2.4486262E+002, 2.2809540E+002, 1.9127966E-004
 2.4520953E+002, 2.2177309E+002, 1.8119145E-004
 2.4556343E+002, 2.1547175E+002, 1.7522821E-004
 2.4592558E+002, 2.0953068E+002, 1.7140424E-004
 2.4628772E+002, 2.0412880E+002, 1.6956066E-004
 2.4664986E+002, 1.9939671E+002, 1.7230545E-004
 2.4701200E+002, 1.9542835E+002, 1.7796564E-004
 2.4737414E+002, 1.9260843E+002, 1.7679114E-004
 2.4773628E+002, 1.9014952E+002, 1.7120305E-004
 2.4809842E+002, 1.8747023E+002, 1.6154650E-004
 2.4840710E+002, 1.8484362E+002, 1.4964664E-004
 2.4877219E+002, 1.8190396E+002, 1.3966598E-004
 2.4916649E+002, 1.7843696E+002, 1.3597820E-004
 2.4948777E+002, 1.7540442E+002, 1.3711879E-004
 2.4991346E+002, 1.7264458E+002, 1.4081816E-004
 2.5026687E+002, 1.7012087E+002, 1.4481922E-004
 2.5062028E+002, 1.6808581E+002, 1.4922638E-004
 2.5096282E+002, 1.6640611E+002, 1.5525630E-004
 2.5135027E+002, 1.6528522E+002, 1.6403076E-004
 2.5166798E+002, 1.6507372E+002, 1.7540398E-004
 2.5200893E+002, 1.6581683E+002, 1.8748238E-004
 2.5242042E+002, 1.6759968E+002, 2.0370573E-004
 2.5277307E+002, 1.7002980E+002, 2.1474763E-004
 2.5315393E+002, 1.7231061E+002, 2.1050399E-004
 2.5346426E+002, 1.7363765E+002, 1.9639764E-004
 2.5385218E+002, 1.7361373E+002, 1.7614531E-004
 2.5417803E+002, 1.7194530E+002, 1.5280657E-004
 2.5460473E+002, 1.6863407E+002, 1.3432594E-004
 2.5494610E+002, 1.6433206E+002, 1.2122769E-004
 2.5528747E+002, 1.6009447E+002, 1.1326022E-004
 2.5562883E+002, 1.5587201E+002, 1.0663229E-004
 2.5597020E+002, 1.5190056E+002, 1.0035647E-004
 2.5639690E+002, 1.4784387E+002, 9.5348352E-005
 2.5673827E+002, 1.4418494E+002, 9.3321526E-005
 2.5707963E+002, 1.4164202E+002, 9.8676723E-005
 2.5742100E+002, 1.4025754E+002, 1.1233403E-004
 2.5776236E+002, 1.4045662E+002, 1.3306796E-004
 2.5818907E+002, 1.4314850E+002, 1.6231102E-004
 2.5851772E+002, 1.4709909E+002, 1.7390981E-004
 2.5888083E+002, 1.5062206E+002, 1.6938015E-004
 2.5927300E+002, 1.5343866E+002, 1.5847311E-004
 2.5959254E+002, 1.5471400E+002, 1.5031188E-004
 2.5999197E+002, 1.5471820E+002, 1.4313404E-004
 2.6031151E+002, 1.5373609E+002, 1.3651698E-004
 2.6067578E+002, 1.5218219E+002, 1.3244370E-004
 2.6104387E+002, 1.5051628E+002, 1.3490787E-004
 2.6136629E+002, 1.4930032E+002, 1.3695901E-004
 2.6177869E+002, 1.4818552E+002, 1.3605673E-004
 2.6210862E+002, 1.4686880E+002, 1.3267990E-004
 2.6252102E+002, 1.4518721E+002, 1.2917847E-004
 2.6284216E+002, 1.4349605E+002, 1.2872758E-004
 2.6321066E+002, 1.4232497E+002, 1.3068480E-004
 2.6352020E+002, 1.4181452E+002, 1.3406733E-004
 2.6388686E+002, 1.4212200E+002, 1.3930209E-004
 2.6427468E+002, 1.4336302E+002, 1.4724355E-004
 2.6460820E+002, 1.4536047E+002, 1.5671705E-004
 2.6498360E+002, 1.4824937E+002, 1.6780512E-004
 2.6535900E+002, 1.5219758E+002, 1.8495588E-004
 2.6573441E+002, 1.5710034E+002, 2.1056675E-004
 2.6610981E+002, 1.6307932E+002, 2.3462543E-004
 2.6644363E+002, 1.6950772E+002, 2.5252644E-004
 2.6677746E+002, 1.7637785E+002, 2.6490524E-004
 2.6714789E+002, 1.8387656E+002, 2.6343012E-004
 2.6750660E+002, 1.9082473E+002, 2.4774443E-004
 2.6790118E+002, 1.9579135E+002, 2.2445180E-004
 2.6822474E+002, 1.9759409E+002, 1.9978672E-004
 2.6857198E+002, 1.9639513E+002, 1.7904119E-004
 2.6900602E+002, 1.9349664E+002, 1.6513270E-004
 2.6935325E+002, 1.9052524E+002, 1.6204147E-004
 2.6970049E+002, 1.8856538E+002, 1.6783966E-004
 2.7004772E+002, 1.8753248E+002, 1.7871198E-004
 2.7039495E+002, 1.8762002E+002, 1.9384625E-004
 2.7074219E+002, 1.8905925E+002, 2.1545187E-004
 2.7114632E+002, 1.9249714E+002, 2.4565813E-004
 2.7150389E+002, 1.9806721E+002, 2.7316735E-004
 2.7187849E+002, 2.0375407E+002, 2.7404317E-004
 2.7225309E+002, 2.0730117E+002, 2.4826269E-004
 2.7253404E+002, 2.0783690E+002, 2.1353914E-004
 2.7290864E+002, 2.0581094E+002, 1.7772075E-004
 2.7328324E+002, 2.0081631E+002, 1.4466445E-004
 2.7363050E+002, 1.9415146E+002, 1.2317090E-004
 2.7404641E+002, 1.8686854E+002, 1.1349707E-004
 2.7439833E+002, 1.7987525E+002, 1.0933359E-004
 2.7474595E+002, 1.7404808E+002, 1.0702011E-004
 2.7507168E+002, 1.6908065E+002, 1.0618345E-004
 2.7543174E+002, 1.6475335E+002, 1.0711482E-004
 2.7579179E+002, 1.6089204E+002, 1.1027740E-004
 2.7616625E+002, 1.5772130E+002, 1.1414500E-004
 2.7648310E+002, 1.5514271E+002, 1.1455566E-004
 2.7690691E+002, 1.5243909E+002, 1.1227948E-004
 2.7727219E+002, 1.4947043E+002, 1.0822738E-004
 2.7757544E+002, 1.4697680E+002, 1.0340766E-004
 2.7796967E+002, 1.4450794E+002, 9.9183154E-005
 2.7830324E+002, 1.4218938E+002, 9.6522643E-005
 2.7872021E+002, 1.4020464E+002, 9.6176046E-005
 2.7905379E+002, 1.3857783E+002, 9.8341517E-005
 2.7938737E+002, 1.3746326E+002, 1.0331173E-004
 2.7975808E+002, 1.3680585E+002, 1.1276201E-004
 2.8013620E+002, 1.3697009E+002, 1.2826466E-004
 2.8046242E+002, 1.3831827E+002, 1.4660799E-004
 2.8087020E+002, 1.4091294E+002, 1.6311464E-004
 2.8119643E+002, 1.4403494E+002, 1.7563212E-004
 2.8155047E+002, 1.4707510E+002, 1.7811122E-004
 2.8192575E+002, 1.4981210E+002, 1.7123161E-004
 2.8231520E+002, 1.5195354E+002, 1.6585471E-004
 2.8260875E+002, 1.5344615E+002, 1.6711856E-004
 2.8296007E+002, 1.5499185E+002, 1.7531613E-004
 2.8335359E+002, 1.5732562E+002, 1.8846387E-004
 2.8368043E+002, 1.6028189E+002, 2.0394746E-004
 2.8407025E+002, 1.6417788E+002, 2.1827633E-004
 2.8441997E+002, 1.6816935E+002, 2.2090469E-004
 2.8481093E+002, 1.7144357E+002, 2.1378457E-004
 2.8520342E+002, 1.7325776E+002, 2.0055002E-004
 2.8556117E+002, 1.7333141E+002, 1.8440662E-004
 2.8591892E+002, 1.7236699E+002, 1.7151577E-004
 2.8627667E+002, 1.7069627E+002, 1.6064563E-004
 2.8663442E+002, 1.6861153E+002, 1.5259812E-004
 2.8699217E+002, 1.6620663E+002, 1.4519584E-004
 2.8734992E+002, 1.6336016E+002, 1.3591256E-004
 2.8770767E+002, 1.6010694E+002, 1.2354952E-004
 2.8806541E+002, 1.5648961E+002, 1.1050091E-004
 2.8842316E+002, 1.5260687E+002, 1.0028781E-004
 2.8878091E+002, 1.4859052E+002, 9.3860443E-005
 2.8913866E+002, 1.4457684E+002, 9.1461822E-005
 2.8945825E+002, 1.4088439E+002, 9.2812897E-005
 2.8984204E+002, 1.3727200E+002, 9.6602047E-005
 2.9020855E+002, 1.3371697E+002, 1.0279046E-004
 2.9059554E+002, 1.3116601E+002, 1.1006969E-004
 2.9093608E+002, 1.2974956E+002, 1.1531945E-004
 2.9130217E+002, 1.2907834E+002, 1.1691601E-004
 2.9167677E+002, 1.2884731E+002, 1.1824933E-004
 2.9202939E+002, 1.2894847E+002, 1.1971129E-004
 2.9234333E+002, 1.2911404E+002, 1.1840300E-004
 2.9272972E+002, 1.2905314E+002, 1.1632662E-004
 2.9305667E+002, 1.2881444E+002, 1.1493933E-004
 2.9346535E+002, 1.2858021E+002, 1.1442384E-004
 2.9382499E+002, 1.2855922E+002, 1.1667359E-004
 2.9417279E+002, 1.2896890E+002, 1.2282659E-004
 2.9448504E+002, 1.2988802E+002, 1.3163966E-004
 2.9488317E+002, 1.3184567E+002, 1.4841911E-004
 2.9522664E+002, 1.3561948E+002, 1.8376558E-004
 2.9557012E+002, 1.4195996E+002, 2.4034900E-004
 2.9598085E+002, 1.5194015E+002, 2.9887154E-004
 2.9628710E+002, 1.6294394E+002, 3.3034148E-004
 2.9666990E+002, 1.7264658E+002, 3.1858458E-004
 2.9702394E+002, 1.8029530E+002, 2.8969834E-004
 2.9742253E+002, 1.8552854E+002, 2.6465170E-004
 2.9775360E+002, 1.8898798E+002, 2.5223528E-004
 2.9808640E+002, 1.9149093E+002, 2.5042199E-004
 2.9847678E+002, 1.9449359E+002, 2.5660345E-004
 2.9883661E+002, 1.9852002E+002, 2.6911148E-004
 2.9918626E+002, 2.0389062E+002, 2.8074377E-004
 2.9953592E+002, 2.1042011E+002, 2.9154744E-004
 2.9988557E+002, 2.1768905E+002, 3.0487460E-004
 3.0032264E+002, 2.2631853E+002, 3.2714636E-004
 3.0066305E+002, 2.3514394E+002, 3.6654084E-004
 3.0097212E+002, 2.4327229E+002, 4.1233850E-004
 3.0139749E+002, 2.5189632E+002, 4.4761422E-004
 3.0171639E+002, 2.5942534E+002, 4.5345552E-004
 3.0211501E+002, 2.6536432E+002, 4.2900929E-004
 3.0243391E+002, 2.6983759E+002, 3.9073653E-004
 3.0283253E+002, 2.7296030E+002, 3.5374668E-004
 3.0315142E+002, 2.7528784E+002, 3.4028533E-004
 3.0355005E+002, 2.7673793E+002, 3.3138694E-004
 3.0386894E+002, 2.7668818E+002, 3.1311368E-004
 3.0426757E+002, 2.7428480E+002, 2.8654636E-004
 3.0458646E+002, 2.6968443E+002, 2.6162871E-004
 3.0498508E+002, 2.6358941E+002, 2.3904226E-004
 3.0530398E+002, 2.5598721E+002, 2.1245691E-004
 3.0570140E+002, 2.4673940E+002, 1.8702021E-004
 3.0601546E+002, 2.3649294E+002, 1.6463658E-004
 3.0642182E+002, 2.2545050E+002, 1.4614185E-004
 3.0675531E+002, 2.1420783E+002, 1.3541516E-004
 3.0709655E+002, 2.0469704E+002, 1.3275086E-004
 3.0752310E+002, 1.9525438E+002, 1.3590766E-004
 3.0786434E+002, 1.8734821E+002, 1.3967794E-004
 3.0820558E+002, 1.8143659E+002, 1.3784984E-004
 3.0854682E+002, 1.7628119E+002, 1.3222580E-004
 3.0893865E+002, 1.7156942E+002, 1.2666477E-004
 3.0924516E+002, 1.6789185E+002, 1.2641386E-004
 3.0962830E+002, 1.6532891E+002, 1.3350101E-004
 3.1001144E+002, 1.6366027E+002, 1.4530339E-004
 3.1032562E+002, 1.6325973E+002, 1.5796427E-004
 3.1071652E+002, 1.6398719E+002, 1.7451262E-004
 3.1108704E+002, 1.6632228E+002, 1.9938903E-004
 3.1145757E+002, 1.7065059E+002, 2.3059243E-004
 3.1182810E+002, 1.7627293E+002, 2.6183197E-004
 3.1213934E+002, 1.8192364E+002, 2.8310865E-004
 3.1254692E+002, 1.8814502E+002, 3.0360011E-004
 3.1287298E+002, 1.9466986E+002, 3.2055995E-004
 3.1328056E+002, 2.0183525E+002, 3.4152707E-004
 3.1363923E+002, 2.1178125E+002, 3.7842033E-004
 3.1397640E+002, 2.2238479E+002, 4.2959400E-004
 3.1429208E+002, 2.3191095E+002, 4.5437889E-004
 3.1468668E+002, 2.4121043E+002, 4.3834483E-004
 3.1500236E+002, 2.4896527E+002, 4.0535118E-004
 3.1539696E+002, 2.5479264E+002, 3.6544387E-004
 3.1579156E+002, 2.5914682E+002, 3.3707064E-004
 3.1610724E+002, 2.6148082E+002, 3.2923608E-004
 3.1652552E+002, 2.6332101E+002, 3.3288516E-004
 3.1687277E+002, 2.6487065E+002, 3.3544684E-004
 3.1720885E+002, 2.6544041E+002, 3.2610556E-004
 3.1758710E+002, 2.6516591E+002, 3.1347783E-004
 3.1788970E+002, 2.6358704E+002, 2.9486687E-004
 3.1828307E+002, 2.5909142E+002, 2.6152723E-004
 3.1860231E+002, 2.5192922E+002, 2.3108173E-004
 3.1897186E+002, 2.4374147E+002, 2.1267762E-004
 3.1939292E+002, 2.3373204E+002, 1.9656942E-004
 3.1972976E+002, 2.2460955E+002, 1.8384360E-004
 3.2006660E+002, 2.1776712E+002, 1.9167700E-004
 3.2040345E+002, 2.1349458E+002, 2.3009030E-004
 3.2082450E+002, 2.1382495E+002, 3.2496333E-004
 3.2119503E+002, 2.2151775E+002, 4.4136787E-004
 3.2155536E+002, 2.3273793E+002, 4.7969342E-004
 3.2188508E+002, 2.4272119E+002, 4.2824502E-004
 3.2221481E+002, 2.4969148E+002, 3.4879755E-004
 3.2256926E+002, 2.5364110E+002, 2.9684842E-004
 3.2293196E+002, 2.5639962E+002, 3.0785245E-004
 3.2334691E+002, 2.6113692E+002, 3.8672030E-004
 3.2366616E+002, 2.6714341E+002, 4.3744154E-004
 3.2400689E+002, 2.7243506E+002, 4.1794495E-004
 3.2437157E+002, 2.7549822E+002, 3.5050247E-004
 3.2475345E+002, 2.7375503E+002, 2.6846337E-004
 3.2510762E+002, 2.6709774E+002, 2.2284064E-004
 3.2549011E+002, 2.5865033E+002, 2.1081012E-004
 3.2580177E+002, 2.5167718E+002, 2.2698818E-004
 3.2620693E+002, 2.4704405E+002, 2.5129232E-004
 3.2653998E+002, 2.4474579E+002, 2.7036999E-004
 3.2691963E+002, 2.4447293E+002, 2.8605640E-004
 3.2729927E+002, 2.4551456E+002, 2.9281803E-004
 3.2761817E+002, 2.4642877E+002, 2.8769502E-004
 3.2803577E+002, 2.4632220E+002, 2.7389237E-004
 3.2836986E+002, 2.4453283E+002, 2.5470752E-004
 3.2870394E+002, 2.4088743E+002, 2.2957299E-004
 3.2908715E+002, 2.3546457E+002, 1.9991034E-004
 3.2946177E+002, 2.2815517E+002, 1.7867605E-004
 3.2976146E+002, 2.2063464E+002, 1.6760372E-004
 3.3013607E+002, 2.1297641E+002, 1.6202058E-004
 3.3048393E+002, 2.0555187E+002, 1.6320867E-004
 3.3088649E+002, 1.9921330E+002, 1.7325509E-004
 3.3127582E+002, 1.9495081E+002, 1.9074125E-004
 3.3158729E+002, 1.9307167E+002, 2.0534247E-004
 3.3197662E+002, 1.9241070E+002, 2.1328523E-004
 3.3228809E+002, 1.9202369E+002, 2.1226700E-004
 3.3270398E+002, 1.9085695E+002, 2.0022015E-004
 3.3306118E+002, 1.8804484E+002, 1.7646719E-004
