s,C,mol/mol
 2.7736033E+001, 3.8250071E+001, 1.9139504E-005
 2.8100661E+001, 3.8429658E+001, 1.8791527E-005
 2.8443055E+001, 3.8578649E+001, 1.8493746E-005
 2.8809906E+001, 3.8706513E+001, 1.8264332E-005
 2.9176194E+001, 3.8828101E+001, 1.8110229E-005
 2.9528518E+001, 3.8943860E+001, 1.8048184E-005
 2.9881546E+001, 3.9054458E+001, 1.8085581E-005
 3.0261570E+001, 3.9172900E+001, 1.8233459E-005
 3.0620353E+001, 3.9300581E+001, 1.8491855E-005
 3.0963564E+001, 3.9435950E+001, 1.8835528E-005
 3.1323830E+001, 3.9584839E+001, 1.9251473E-005
 3.1690920E+001, 3.9744760E+001, 1.9737326E-005
 3.2048635E+001, 3.9919907E+001, 2.0235905E-005
 3.2412553E+001, 4.0112268E+001, 2.0653730E-005
 3.2779181E+001, 4.0315096E+001, 2.1003940E-005
 3.3125441E+001, 4.0517559E+001, 2.1303968E-005
 3.3502254E+001, 4.0729325E+001, 2.1582711E-005
 3.3857102E+001, 4.0947432E+001, 2.1849976E-005
 3.4203623E+001, 4.1164667E+001, 2.2106459E-005
 3.4573907E+001, 4.1392468E+001, 2.2368125E-005
 3.4935558E+001, 4.1626309E+001, 2.2604693E-005
 3.5284710E+001, 4.1868464E+001, 2.2814542E-005
 3.5649126E+001, 4.2132700E+001, 2.3019141E-005
 3.6005418E+001, 4.2418727E+001, 2.3242064E-005
 3.6360399E+001, 4.2716328E+001, 2.3517843E-005
 3.6724662E+001, 4.3027261E+001, 2.3812556E-005
 3.7081864E+001, 4.3335808E+001, 2.4108960E-005
 3.7456372E+001, 4.3656405E+001, 2.4440396E-005
 3.7801400E+001, 4.3994968E+001, 2.4842835E-005
 3.8161685E+001, 4.4330450E+001, 2.5360318E-005
 3.8523677E+001, 4.4687188E+001, 2.6090969E-005
 3.8886382E+001, 4.5075215E+001, 2.6981278E-005
 3.9247106E+001, 4.5495843E+001, 2.7959800E-005
 3.9602264E+001, 4.5944981E+001, 2.8881681E-005
 3.9960227E+001, 4.6413600E+001, 2.9667854E-005
 4.0331869E+001, 4.6881627E+001, 3.0272307E-005
 4.0686311E+001, 4.7307435E+001, 3.0610652E-005
 4.1041731E+001, 4.7663356E+001, 3.0557189E-005
 4.1412528E+001, 4.7953867E+001, 3.0155345E-005
 4.1762061E+001, 4.8173075E+001, 2.9517010E-005
 4.2126827E+001, 4.8331644E+001, 2.8689360E-005
 4.2486880E+001, 4.8427417E+001, 2.7668848E-005
 4.2846175E+001, 4.8459170E+001, 2.6464133E-005
 4.3209011E+001, 4.8433351E+001, 2.5146318E-005
 4.3565765E+001, 4.8330990E+001, 2.3808933E-005
 4.3928308E+001, 4.8162670E+001, 2.2585197E-005
 4.4283049E+001, 4.7952737E+001, 2.1679049E-005
 4.4648598E+001, 4.7733890E+001, 2.1066506E-005
 4.5004667E+001, 4.7522743E+001, 2.0749214E-005
 4.5367114E+001, 4.7337102E+001, 2.0751257E-005
 4.5728742E+001, 4.7210223E+001, 2.1083413E-005
 4.6085241E+001, 4.7160397E+001, 2.1758756E-005
 4.6451226E+001, 4.7211999E+001, 2.2863352E-005
 4.6803982E+001, 4.7387838E+001, 2.4420613E-005
 4.7172906E+001, 4.7693147E+001, 2.6427255E-005
 4.7528601E+001, 4.8115953E+001, 2.8759129E-005
 4.7884297E+001, 4.8663975E+001, 3.1251895E-005
 4.8252926E+001, 4.9342251E+001, 3.3952128E-005
 4.8612352E+001, 5.0147249E+001, 3.6898338E-005
 4.8969216E+001, 5.1104063E+001, 3.9879752E-005
 4.9330620E+001, 5.2214019E+001, 4.2403675E-005
 4.9689518E+001, 5.3396968E+001, 4.4358224E-005
 5.0055000E+001, 5.4597478E+001, 4.6021422E-005
 5.0408061E+001, 5.5783945E+001, 4.7418034E-005
 5.0774735E+001, 5.6955924E+001, 4.8380946E-005
 5.1125156E+001, 5.8049007E+001, 4.8432182E-005
 5.1480049E+001, 5.8982966E+001, 4.7639815E-005
 5.1853414E+001, 5.9751628E+001, 4.6425674E-005
 5.2202537E+001, 6.0247690E+001, 4.5102747E-005
 5.2567499E+001, 6.0483287E+001, 4.3275924E-005
 5.2933006E+001, 6.0516433E+001, 4.1508510E-005
 5.3282798E+001, 6.0427510E+001, 3.9990620E-005
 5.3642239E+001, 6.0253813E+001, 3.7982588E-005
 5.4013107E+001, 5.9976064E+001, 3.6576726E-005
 5.4370941E+001, 5.9682767E+001, 3.6117052E-005
 5.4732636E+001, 5.9456482E+001, 3.6450272E-005
 5.5093652E+001, 5.9373321E+001, 3.7651798E-005
 5.5451467E+001, 5.9453360E+001, 3.9862630E-005
 5.5800747E+001, 5.9727811E+001, 4.3049243E-005
 5.6169140E+001, 6.0149650E+001, 4.5496236E-005
 5.6521381E+001, 6.0699461E+001, 4.7603241E-005
 5.6884811E+001, 6.1345405E+001, 4.9610420E-005
 5.7245035E+001, 6.2106611E+001, 5.1468802E-005
 5.7607527E+001, 6.2977336E+001, 5.3198880E-005
 5.7964795E+001, 6.3943969E+001, 5.4300414E-005
 5.8322063E+001, 6.4905599E+001, 5.4503994E-005
 5.8687469E+001, 6.5737210E+001, 5.3758915E-005
 5.9044654E+001, 6.6305822E+001, 5.1978197E-005
 5.9408877E+001, 6.6497382E+001, 4.9083312E-005
 5.9771329E+001, 6.6285371E+001, 4.5136343E-005
 6.0127156E+001, 6.5724972E+001, 4.0659428E-005
 6.0480890E+001, 6.4861159E+001, 3.6480072E-005
 6.0840260E+001, 6.3803698E+001, 3.3198848E-005
 6.1210195E+001, 6.2633729E+001, 3.0629959E-005
 6.1568962E+001, 6.1470973E+001, 2.8919287E-005
 6.1924664E+001, 6.0391529E+001, 2.7989368E-005
 6.2287424E+001, 5.9429585E+001, 2.7680122E-005
 6.2645729E+001, 5.8626768E+001, 2.7973601E-005
 6.3004170E+001, 5.7988156E+001, 2.8609115E-005
 6.3361473E+001, 5.7525203E+001, 2.9436287E-005
 6.3722302E+001, 5.7259562E+001, 3.1006310E-005
 6.4087792E+001, 5.7280352E+001, 3.3082539E-005
 6.4449001E+001, 5.7513174E+001, 3.4333471E-005
 6.4801241E+001, 5.7786072E+001, 3.4309070E-005
 6.5160583E+001, 5.7966386E+001, 3.3042717E-005
 6.5524228E+001, 5.7949692E+001, 3.0966899E-005
 6.5882217E+001, 5.7754772E+001, 2.8771590E-005
 6.6251417E+001, 5.7425467E+001, 2.6941309E-005
 6.6602280E+001, 5.7000527E+001, 2.5357957E-005
 6.6967394E+001, 5.6523789E+001, 2.3857583E-005
 6.7325776E+001, 5.5976819E+001, 2.2508858E-005
 6.7685730E+001, 5.5412240E+001, 2.1743662E-005
 6.8052969E+001, 5.4885390E+001, 2.1837689E-005
 6.8410376E+001, 5.4519107E+001, 2.3092150E-005
 6.8763500E+001, 5.4434838E+001, 2.5590367E-005
 6.9122519E+001, 5.4691938E+001, 2.9678096E-005
 6.9483393E+001, 5.5414489E+001, 3.6136790E-005
 6.9844553E+001, 5.6759809E+001, 4.5527090E-005
 7.0206327E+001, 5.8879138E+001, 5.7835378E-005
 7.0561807E+001, 6.1911261E+001, 7.3878995E-005
 7.0926233E+001, 6.6275541E+001, 9.4549404E-005
 7.1290545E+001, 7.2299468E+001, 1.1760152E-004
 7.1647260E+001, 7.8949250E+001, 1.2908260E-004
 7.2007615E+001, 8.5030911E+001, 1.2845344E-004
 7.2363630E+001, 8.9730877E+001, 1.1937078E-004
 7.2726717E+001, 9.2701586E+001, 1.0507246E-004
 7.3090151E+001, 9.4172673E+001, 9.2285530E-005
 7.3446172E+001, 9.4668673E+001, 8.4102587E-005
 7.3803352E+001, 9.4594524E+001, 7.9643762E-005
 7.4165326E+001, 9.4239613E+001, 7.6787864E-005
 7.4527769E+001, 9.3743745E+001, 7.4701414E-005
 7.4881432E+001, 9.3143924E+001, 7.2584731E-005
 7.5240709E+001, 9.2398496E+001, 7.0412619E-005
 7.5600196E+001, 9.1591276E+001, 6.9808990E-005
 7.5965834E+001, 9.0939143E+001, 7.1547961E-005
 7.6331471E+001, 9.0604044E+001, 7.3426264E-005
 7.6685569E+001, 9.0350411E+001, 7.3072039E-005
 7.7048374E+001, 8.9838187E+001, 6.8276056E-005
 7.7400930E+001, 8.8872716E+001, 6.1067692E-005
 7.7770457E+001, 8.7526701E+001, 5.6611141E-005
 7.8124934E+001, 8.6278770E+001, 5.8888677E-005
 7.8480581E+001, 8.5606174E+001, 6.4763811E-005
 7.8840263E+001, 8.5719489E+001, 7.3115206E-005
 7.9200953E+001, 8.6630903E+001, 8.1010546E-005
 7.9568667E+001, 8.8205390E+001, 8.7441891E-005
 7.9926401E+001, 9.0318121E+001, 9.5381497E-005
 8.0288622E+001, 9.3209565E+001, 1.1037903E-004
 8.0648500E+001, 9.7388328E+001, 1.3193259E-004
 8.1006582E+001, 1.0279369E+002, 1.4817932E-004
 8.1371277E+001, 1.0891705E+002, 1.5933102E-004
 8.1728028E+001, 1.1504610E+002, 1.6606952E-004
 8.2084868E+001, 1.2053300E+002, 1.6817263E-004
 8.2446219E+001, 1.2533138E+002, 1.6870956E-004
 8.2802424E+001, 1.2942029E+002, 1.6952750E-004
 8.3160189E+001, 1.3291077E+002, 1.7128969E-004
 8.3521659E+001, 1.3604324E+002, 1.7393759E-004
 8.3885337E+001, 1.3909776E+002, 1.7726713E-004
 8.4249234E+001, 1.4230030E+002, 1.8108080E-004
 8.4601695E+001, 1.4567339E+002, 1.8456258E-004
 8.4961332E+001, 1.4902062E+002, 1.8468326E-004
 8.5326887E+001, 1.5180763E+002, 1.7869622E-004
 8.5681998E+001, 1.5300940E+002, 1.6501282E-004
 8.6047553E+001, 1.5203203E+002, 1.4845653E-004
 8.6402664E+001, 1.4964798E+002, 1.3297641E-004
 8.6768220E+001, 1.4651686E+002, 1.1949305E-004
 8.7123776E+001, 1.4310840E+002, 1.1020875E-004
 8.7481141E+001, 1.3981027E+002, 1.0541518E-004
 8.7851881E+001, 1.3672832E+002, 1.0399473E-004
 8.8208639E+001, 1.3418262E+002, 1.0604333E-004
 8.8562503E+001, 1.3247244E+002, 1.1125326E-004
 8.8921409E+001, 1.3172845E+002, 1.1900831E-004
 8.9284501E+001, 1.3201901E+002, 1.2807354E-004
 8.9647352E+001, 1.3314366E+002, 1.3657519E-004
 9.0007252E+001, 1.3479551E+002, 1.4297459E-004
 9.0363312E+001, 1.3672945E+002, 1.4753964E-004
 9.0725060E+001, 1.3869533E+002, 1.5162634E-004
 9.1083459E+001, 1.4062588E+002, 1.5376065E-004
 9.1441503E+001, 1.4247114E+002, 1.5387301E-004
 9.1805418E+001, 1.4418372E+002, 1.5625897E-004
 9.2163805E+001, 1.4579776E+002, 1.6096794E-004
 9.2527921E+001, 1.4722643E+002, 1.6302380E-004
 9.2882002E+001, 1.4816455E+002, 1.6025421E-004
 9.3249881E+001, 1.4849769E+002, 1.5263505E-004
 9.3601531E+001, 1.4817610E+002, 1.4199121E-004
 9.3961728E+001, 1.4713084E+002, 1.3277774E-004
 9.4324834E+001, 1.4545764E+002, 1.2701017E-004
 9.4687940E+001, 1.4315497E+002, 1.1997787E-004
 9.5044362E+001, 1.4023370E+002, 1.1106014E-004
 9.5410832E+001, 1.3670856E+002, 1.0087666E-004
 9.5771527E+001, 1.3268583E+002, 9.1021185E-005
 9.6124402E+001, 1.2846060E+002, 8.2707147E-005
 9.6483029E+001, 1.2419982E+002, 7.6029868E-005
 9.6847683E+001, 1.2004647E+002, 7.1613255E-005
 9.7201128E+001, 1.1624898E+002, 6.9515079E-005
 9.7570415E+001, 1.1280155E+002, 6.8779156E-005
 9.7929927E+001, 1.0983171E+002, 6.9022019E-005
 9.8287732E+001, 1.0757470E+002, 7.0679243E-005
 9.8649415E+001, 1.0606572E+002, 7.4169168E-005
 9.9010064E+001, 1.0545830E+002, 8.1074908E-005
 9.9367482E+001, 1.0581392E+002, 8.8630647E-005
 9.9721110E+001, 1.0686781E+002, 9.3853215E-005
 1.0008691E+002, 1.0838215E+002, 9.7403721E-005
 1.0044054E+002, 1.1018647E+002, 1.0160531E-004
 1.0080478E+002, 1.1243226E+002, 1.0912668E-004
 1.0116491E+002, 1.1582556E+002, 1.2677963E-004
 1.0152515E+002, 1.2187073E+002, 1.6437124E-004
 1.0188622E+002, 1.3120075E+002, 2.0741947E-004
 1.0225007E+002, 1.4300210E+002, 2.4148916E-004
 1.0260496E+002, 1.5487196E+002, 2.5011348E-004
 1.0296251E+002, 1.6411191E+002, 2.3862165E-004
 1.0332788E+002, 1.7021504E+002, 2.2580949E-004
 1.0368250E+002, 1.7428942E+002, 2.1977039E-004
 1.0404544E+002, 1.7765706E+002, 2.1825232E-004
 1.0440058E+002, 1.8058891E+002, 2.1323909E-004
 1.0476244E+002, 1.8220606E+002, 1.9403362E-004
 1.0512092E+002, 1.8101715E+002, 1.5798784E-004
 1.0548154E+002, 1.7641155E+002, 1.2412359E-004
 1.0584028E+002, 1.6968577E+002, 1.0366052E-004
 1.0620725E+002, 1.6231908E+002, 9.2220699E-005
 1.0656012E+002, 1.5544805E+002, 8.5261258E-005
 1.0692357E+002, 1.4958523E+002, 8.2470036E-005
 1.0728166E+002, 1.4490486E+002, 8.5251605E-005
 1.0764050E+002, 1.4179675E+002, 9.5946277E-005
 1.0800112E+002, 1.4029777E+002, 1.1037462E-004
 1.0836891E+002, 1.4041831E+002, 1.2877102E-004
 1.0872651E+002, 1.4283174E+002, 1.5900726E-004
 1.0908485E+002, 1.4792786E+002, 2.0195332E-004
 1.0944486E+002, 1.5621013E+002, 2.4656112E-004
 1.0980609E+002, 1.6664654E+002, 2.7639016E-004
 1.1016479E+002, 1.7626472E+002, 2.7360775E-004
 1.1052418E+002, 1.8271698E+002, 2.5351532E-004
 1.1088630E+002, 1.8589193E+002, 2.3314335E-004
 1.1124347E+002, 1.8695670E+002, 2.1764714E-004
 1.1160620E+002, 1.8774091E+002, 2.1520185E-004
 1.1196046E+002, 1.8996736E+002, 2.2729773E-004
 1.1233075E+002, 1.9548638E+002, 2.6868383E-004
 1.1268379E+002, 2.0654050E+002, 3.5416041E-004
 1.1304323E+002, 2.1931113E+002, 4.0816233E-004
 1.1340936E+002, 2.2939914E+002, 4.0986008E-004
 1.1376903E+002, 2.3570468E+002, 3.6741412E-004
 1.1412574E+002, 2.3749928E+002, 2.9201710E-004
 1.1448231E+002, 2.3482358E+002, 2.3742595E-004
 1.1484308E+002, 2.2982209E+002, 2.2044578E-004
 1.1520474E+002, 2.2478608E+002, 2.1962472E-004
 1.1556626E+002, 2.2055326E+002, 2.2624685E-004
 1.1592521E+002, 2.1768626E+002, 2.3696309E-004
 1.1628217E+002, 2.1650937E+002, 2.4636383E-004
 1.1664068E+002, 2.1641799E+002, 2.5015293E-004
 1.1700404E+002, 2.1640977E+002, 2.4951555E-004
 1.1736640E+002, 2.1634726E+002, 2.4499385E-004
 1.1772553E+002, 2.1551968E+002, 2.2841096E-004
 1.1808189E+002, 2.1183398E+002, 1.9704587E-004
 1.1844387E+002, 2.0530917E+002, 1.7863844E-004
 1.1880119E+002, 1.9853318E+002, 1.7211595E-004
 1.1916180E+002, 1.9234810E+002, 1.6828593E-004
 1.1952355E+002, 1.8707750E+002, 1.6774667E-004
 1.1988735E+002, 1.8283692E+002, 1.7192227E-004
 1.2024395E+002, 1.7983468E+002, 1.7892733E-004
 1.2060560E+002, 1.7822368E+002, 1.8894188E-004
 1.2096017E+002, 1.7826356E+002, 2.0040799E-004
 1.2132544E+002, 1.7897641E+002, 2.0250976E-004
 1.2168069E+002, 1.7908109E+002, 1.9336173E-004
 1.2204165E+002, 1.7873403E+002, 1.8278285E-004
 1.2240752E+002, 1.7797714E+002, 1.6982392E-004
 1.2276075E+002, 1.7671984E+002, 1.6516237E-004
 1.2312222E+002, 1.7589684E+002, 1.8336085E-004
 1.2348022E+002, 1.7707388E+002, 2.1537474E-004
 1.2384535E+002, 1.8095650E+002, 2.3141488E-004
 1.2420223E+002, 1.8443198E+002, 2.1466405E-004
 1.2456434E+002, 1.8384793E+002, 1.7737228E-004
 1.2492984E+002, 1.7938771E+002, 1.4210766E-004
 1.2528865E+002, 1.7310267E+002, 1.1985595E-004
 1.2564659E+002, 1.6659038E+002, 1.0997578E-004
 1.2600844E+002, 1.6073350E+002, 1.0880322E-004
 1.2636740E+002, 1.5609553E+002, 1.1492979E-004
 1.2672574E+002, 1.5284960E+002, 1.2482195E-004
 1.2708063E+002, 1.5104304E+002, 1.3964640E-004
 1.2744425E+002, 1.5100025E+002, 1.5950156E-004
 1.2780163E+002, 1.5296924E+002, 1.8192662E-004
 1.2816146E+002, 1.5667990E+002, 2.0337756E-004
 1.2852055E+002, 1.6163857E+002, 2.1852798E-004
 1.2888651E+002, 1.6715548E+002, 2.2566855E-004
 1.2924304E+002, 1.7262483E+002, 2.3047408E-004
 1.2960893E+002, 1.7777058E+002, 2.3495444E-004
 1.2996886E+002, 1.8253218E+002, 2.3812662E-004
 1.3032936E+002, 1.8719358E+002, 2.4055523E-004
 1.3068622E+002, 1.9151979E+002, 2.4008898E-004
 1.3104864E+002, 1.9468405E+002, 2.3441089E-004
 1.3140217E+002, 1.9639766E+002, 2.2568818E-004
 1.3176288E+002, 1.9642349E+002, 2.1595103E-004
 1.3212464E+002, 1.9483576E+002, 2.0344445E-004
 1.3248734E+002, 1.9188957E+002, 1.8619313E-004
 1.3284489E+002, 1.8761033E+002, 1.6247266E-004
 1.3320079E+002, 1.8195083E+002, 1.3681143E-004
 1.3356458E+002, 1.7526661E+002, 1.1812426E-004
 1.3392174E+002, 1.6827565E+002, 1.0712406E-004
 1.3428546E+002, 1.6178074E+002, 1.0366279E-004
 1.3464156E+002, 1.5651879E+002, 1.0855229E-004
 1.3500379E+002, 1.5305517E+002, 1.1994178E-004
 1.3536820E+002, 1.5133614E+002, 1.3134747E-004
 1.3572066E+002, 1.5082925E+002, 1.4212334E-004
 1.3608410E+002, 1.5099088E+002, 1.5027098E-004
 1.3644498E+002, 1.5126212E+002, 1.5946490E-004
 1.3680290E+002, 1.5135395E+002, 1.6743798E-004
 1.3716268E+002, 1.5133956E+002, 1.7466103E-004
 1.3752729E+002, 1.5181513E+002, 1.8915492E-004
 1.3788902E+002, 1.5374562E+002, 2.1601334E-004
 1.3824504E+002, 1.5800062E+002, 2.5640467E-004
 1.3860172E+002, 1.6573623E+002, 3.0653018E-004
 1.3896713E+002, 1.7718488E+002, 3.3572982E-004
 1.3932519E+002, 1.8903216E+002, 3.1340837E-004
 1.3968885E+002, 1.9607499E+002, 2.5397384E-004
 1.4004740E+002, 1.9563256E+002, 2.0068758E-004
 1.4040013E+002, 1.9112859E+002, 1.6445104E-004
 1.4076821E+002, 1.8560893E+002, 1.4680529E-004
 1.4112426E+002, 1.8107946E+002, 1.5056247E-004
 1.4148856E+002, 1.7893502E+002, 1.7205966E-004
 1.4184970E+002, 1.7974482E+002, 2.0490579E-004
 1.4220946E+002, 1.8330416E+002, 2.3872133E-004
 1.4256761E+002, 1.8840450E+002, 2.6038202E-004
 1.4292702E+002, 1.9367943E+002, 2.6713065E-004
 1.4328725E+002, 1.9719531E+002, 2.5723435E-004
 1.4364960E+002, 1.9817172E+002, 2.3644923E-004
 1.4400195E+002, 1.9731303E+002, 2.2069655E-004
 1.4436734E+002, 1.9615300E+002, 2.2283256E-004
 1.4472348E+002, 1.9650263E+002, 2.4738482E-004
 1.4508172E+002, 2.0038994E+002, 3.1831667E-004
 1.4544016E+002, 2.1053096E+002, 4.5177456E-004
 1.4580355E+002, 2.2605906E+002, 5.5559015E-004
 1.4616638E+002, 2.4029462E+002, 5.3700486E-004
 1.4652866E+002, 2.4908080E+002, 4.4858959E-004
 1.4688752E+002, 2.5105250E+002, 3.4580578E-004
 1.4724024E+002, 2.4774053E+002, 2.9130796E-004
 1.4760143E+002, 2.4243382E+002, 2.6683469E-004
 1.4796161E+002, 2.3690809E+002, 2.5847972E-004
 1.4832205E+002, 2.3225307E+002, 2.5778275E-004
 1.4868398E+002, 2.3006977E+002, 2.6556451E-004
 1.4904882E+002, 2.3121977E+002, 2.8438456E-004
 1.4940556E+002, 2.3357403E+002, 3.0063173E-004
 1.4976951E+002, 2.3501050E+002, 3.0301512E-004
 1.5012461E+002, 2.3466719E+002, 2.8048415E-004
 1.5048624E+002, 2.3250319E+002, 2.4884742E-004
 1.5084989E+002, 2.2832512E+002, 2.2415253E-004
 1.5120373E+002, 2.2113493E+002, 1.9523463E-004
 1.5156863E+002, 2.1207302E+002, 1.7259323E-004
 1.5192247E+002, 2.0279031E+002, 1.6008868E-004
 1.5228427E+002, 1.9443963E+002, 1.5805809E-004
 1.5264850E+002, 1.8812313E+002, 1.7304461E-004
 1.5300083E+002, 1.8464865E+002, 1.9521741E-004
 1.5336750E+002, 1.8422811E+002, 2.2444015E-004
 1.5372333E+002, 1.8766429E+002, 2.6317844E-004
 1.5408260E+002, 1.9364957E+002, 2.9252529E-004
 1.5444705E+002, 1.9891833E+002, 2.7438411E-004
 1.5480078E+002, 1.9945662E+002, 2.1776449E-004
 1.5516698E+002, 1.9462716E+002, 1.6042096E-004
 1.5552215E+002, 1.8631778E+002, 1.2146158E-004
 1.5588308E+002, 1.7741061E+002, 1.0790663E-004
 1.5624017E+002, 1.6981344E+002, 1.1176126E-004
 1.5660690E+002, 1.6471558E+002, 1.3831088E-004
 1.5696629E+002, 1.6356046E+002, 1.9254139E-004
 1.5732109E+002, 1.6842977E+002, 2.7068827E-004
 1.5768570E+002, 1.7768811E+002, 3.0632454E-004
 1.5804467E+002, 1.8618134E+002, 2.7947645E-004
 1.5840584E+002, 1.8921802E+002, 2.2692857E-004
 1.5876244E+002, 1.8629312E+002, 1.7908837E-004
 1.5912244E+002, 1.7948183E+002, 1.4424719E-004
 1.5948206E+002, 1.7106087E+002, 1.2375875E-004
 1.5985005E+002, 1.6287761E+002, 1.1596558E-004
 1.6020583E+002, 1.5607380E+002, 1.1763966E-004
 1.6056100E+002, 1.5109644E+002, 1.2427300E-004
 1.6092522E+002, 1.4786371E+002, 1.3550852E-004
 1.6128540E+002, 1.4645631E+002, 1.5090618E-004
 1.6164704E+002, 1.4659852E+002, 1.6601549E-004
 1.6200087E+002, 1.4741814E+002, 1.6796751E-004
 1.6236121E+002, 1.4729989E+002, 1.4478722E-004
 1.6272976E+002, 1.4475764E+002, 1.1389251E-004
 1.6308124E+002, 1.4032920E+002, 1.0047459E-004
 1.6344277E+002, 1.3548308E+002, 9.8595353E-005
 1.6380480E+002, 1.3150785E+002, 1.0329170E-004
 1.6417016E+002, 1.2872549E+002, 1.0708707E-004
 1.6452128E+002, 1.2690717E+002, 1.1011669E-004
 1.6488360E+002, 1.2576571E+002, 1.1264033E-004
 1.6524318E+002, 1.2501156E+002, 1.1424168E-004
 1.6560347E+002, 1.2445064E+002, 1.1497528E-004
 1.6596527E+002, 1.2377023E+002, 1.1414917E-004
 1.6633125E+002, 1.2282032E+002, 1.1274354E-004
 1.6668680E+002, 1.2162274E+002, 1.1013344E-004
 1.6704679E+002, 1.2018625E+002, 1.0671948E-004
