s,C,mol/mol
 1.6740612E+002, 1.1867782E+002, 1.0441991E-004
 1.6776537E+002, 1.1726599E+002, 1.0197307E-004
 1.6812482E+002, 1.1584092E+002, 9.8469492E-005
 1.6848915E+002, 1.1427137E+002, 9.4262704E-005
 1.6884247E+002, 1.1262215E+002, 9.0266806E-005
 1.6921227E+002, 1.1109019E+002, 8.7846846E-005
 1.6956672E+002, 1.1011771E+002, 9.0741962E-005
 1.6992063E+002, 1.1023189E+002, 9.9390079E-005
 1.7029081E+002, 1.1182213E+002, 1.1380282E-004
 1.7065010E+002, 1.1508142E+002, 1.3325888E-004
 1.7100531E+002, 1.1973121E+002, 1.4725602E-004
 1.7136224E+002, 1.2458669E+002, 1.4778864E-004
 1.7172918E+002, 1.2807871E+002, 1.3494891E-004
 1.7208564E+002, 1.2914757E+002, 1.1769283E-004
 1.7244139E+002, 1.2842345E+002, 1.0692357E-004
 1.7280061E+002, 1.2713399E+002, 1.0678310E-004
 1.7316224E+002, 1.2631623E+002, 1.1645751E-004
 1.7352335E+002, 1.2680523E+002, 1.3222742E-004
 1.7388838E+002, 1.2844031E+002, 1.4515973E-004
 1.7424914E+002, 1.3004016E+002, 1.4509892E-004
 1.7460992E+002, 1.3077749E+002, 1.3580197E-004
 1.7496195E+002, 1.3024682E+002, 1.2396413E-004
 1.7532921E+002, 1.2903501E+002, 1.2061481E-004
 1.7568567E+002, 1.2833673E+002, 1.2699214E-004
 1.7604213E+002, 1.2799926E+002, 1.2057387E-004
 1.7640110E+002, 1.2659157E+002, 1.0317485E-004
 1.7676356E+002, 1.2366165E+002, 8.7859535E-005
 1.7712836E+002, 1.2002358E+002, 8.1868328E-005
 1.7748579E+002, 1.1711838E+002, 8.8325884E-005
 1.7784796E+002, 1.1612066E+002, 1.0622545E-004
 1.7820464E+002, 1.1726386E+002, 1.2546386E-004
 1.7856329E+002, 1.2003303E+002, 1.3952996E-004
 1.7892688E+002, 1.2376499E+002, 1.5080073E-004
 1.7928077E+002, 1.2803599E+002, 1.6329726E-004
 1.7965002E+002, 1.3258638E+002, 1.7429028E-004
 1.8000859E+002, 1.3675181E+002, 1.7968853E-004
 1.8036698E+002, 1.3930200E+002, 1.6944460E-004
 1.8072554E+002, 1.3995514E+002, 1.5311802E-004
 1.8108219E+002, 1.3892815E+002, 1.3257427E-004
 1.8144641E+002, 1.3646158E+002, 1.1435576E-004
 1.8180612E+002, 1.3332301E+002, 1.0380926E-004
 1.8216807E+002, 1.3040243E+002, 1.0173160E-004
 1.8252424E+002, 1.2827645E+002, 1.0548475E-004
 1.8288328E+002, 1.2710704E+002, 1.1027969E-004
 1.8324583E+002, 1.2658296E+002, 1.1133028E-004
 1.8360516E+002, 1.2593312E+002, 1.0471822E-004
 1.8396531E+002, 1.2420927E+002, 9.4588878E-005
 1.8432454E+002, 1.2143463E+002, 8.8834162E-005
 1.8468216E+002, 1.1841109E+002, 9.0091602E-005
 1.8504530E+002, 1.1615139E+002, 9.6656657E-005
 1.8540922E+002, 1.1511922E+002, 1.0566934E-004
 1.8576246E+002, 1.1535961E+002, 1.1557799E-004
 1.8613031E+002, 1.1667723E+002, 1.2401781E-004
 1.8648802E+002, 1.1859992E+002, 1.2828693E-004
 1.8684379E+002, 1.2028109E+002, 1.2482992E-004
 1.8720884E+002, 1.2110569E+002, 1.1666629E-004
 1.8756569E+002, 1.2110750E+002, 1.0731458E-004
 1.8792058E+002, 1.2047515E+002, 1.0005027E-004
 1.8828936E+002, 1.1945901E+002, 9.6298280E-005
 1.8864947E+002, 1.1847876E+002, 9.5914251E-005
 1.8900337E+002, 1.1778720E+002, 9.8288599E-005
 1.8936954E+002, 1.1753983E+002, 1.0384354E-004
 1.8972495E+002, 1.1797255E+002, 1.1280279E-004
 1.9008272E+002, 1.1916681E+002, 1.2168575E-004
 1.9044864E+002, 1.2097244E+002, 1.2820885E-004
 1.9080448E+002, 1.2298804E+002, 1.3049069E-004
 1.9116221E+002, 1.2466397E+002, 1.2777629E-004
 1.9153187E+002, 1.2559843E+002, 1.2278972E-004
 1.9188907E+002, 1.2574949E+002, 1.1768315E-004
 1.9224404E+002, 1.2522841E+002, 1.1327081E-004
 1.9260478E+002, 1.2430504E+002, 1.0949896E-004
 1.9297051E+002, 1.2313624E+002, 1.0646183E-004
 1.9332119E+002, 1.2191041E+002, 1.0569491E-004
 1.9368060E+002, 1.2092004E+002, 1.0736675E-004
 1.9404988E+002, 1.2037484E+002, 1.1150589E-004
 1.9440891E+002, 1.2024814E+002, 1.1576606E-004
 1.9477102E+002, 1.2037383E+002, 1.1630598E-004
 1.9512051E+002, 1.2043233E+002, 1.1362403E-004
 1.9548519E+002, 1.2018126E+002, 1.0890990E-004
 1.9584459E+002, 1.1957840E+002, 1.0318280E-004
 1.9620662E+002, 1.1865030E+002, 9.6640313E-005
 1.9656050E+002, 1.1740207E+002, 9.1651687E-005
 1.9692095E+002, 1.1595037E+002, 8.8844850E-005
 1.9728213E+002, 1.1446934E+002, 8.9393050E-005
 1.9764390E+002, 1.1350795E+002, 9.6778851E-005
 1.9800187E+002, 1.1385379E+002, 1.1138335E-004
 1.9836513E+002, 1.1594539E+002, 1.2930893E-004
 1.9872123E+002, 1.1951494E+002, 1.4514254E-004
 1.9908828E+002, 1.2369207E+002, 1.5306985E-004
 1.9944111E+002, 1.2714617E+002, 1.4774224E-004
 1.9980543E+002, 1.2865760E+002, 1.3205674E-004
 2.0016572E+002, 1.2817293E+002, 1.1527296E-004
 2.0053112E+002, 1.2624779E+002, 1.0269345E-004
 2.0088317E+002, 1.2373571E+002, 9.6408006E-005
 2.0124206E+002, 1.2127940E+002, 9.4504248E-005
 2.0160518E+002, 1.1926755E+002, 9.5281056E-005
 2.0196036E+002, 1.1804532E+002, 9.8750549E-005
 2.0232011E+002, 1.1785419E+002, 1.0501544E-004
 2.0268597E+002, 1.1852679E+002, 1.0991219E-004
 2.0304001E+002, 1.1964893E+002, 1.1396010E-004
 2.0340503E+002, 1.2086791E+002, 1.1550574E-004
 2.0376280E+002, 1.2176563E+002, 1.1318695E-004
 2.0412654E+002, 1.2202958E+002, 1.1143210E-004
 2.0448405E+002, 1.2176547E+002, 1.1069908E-004
 2.0484234E+002, 1.2120692E+002, 1.1096383E-004
 2.0520389E+002, 1.2059791E+002, 1.1192989E-004
 2.0556066E+002, 1.1998419E+002, 1.1236830E-004
 2.0592665E+002, 1.1929966E+002, 1.1263806E-004
 2.0628157E+002, 1.1864543E+002, 1.1369188E-004
 2.0664104E+002, 1.1833497E+002, 1.1597778E-004
 2.0700330E+002, 1.1850258E+002, 1.1954996E-004
 2.0736212E+002, 1.1912767E+002, 1.2431223E-004
 2.0772325E+002, 1.2007511E+002, 1.2702055E-004
 2.0808510E+002, 1.2099072E+002, 1.2617495E-004
 2.0844480E+002, 1.2164566E+002, 1.2154851E-004
 2.0880197E+002, 1.2199183E+002, 1.1321598E-004
 2.0916140E+002, 1.2193896E+002, 1.0500073E-004
 2.0952334E+002, 1.2161170E+002, 1.0167381E-004
 2.0988750E+002, 1.2161745E+002, 1.0521773E-004
 2.1024729E+002, 1.2223057E+002, 1.1081763E-004
 2.1060636E+002, 1.2302029E+002, 1.1402987E-004
 2.1096516E+002, 1.2344790E+002, 1.1295571E-004
 2.1132093E+002, 1.2304736E+002, 1.0915422E-004
 2.1168035E+002, 1.2169468E+002, 1.0449249E-004
 2.1204682E+002, 1.1960351E+002, 1.0106925E-004
 2.1240307E+002, 1.1737818E+002, 1.0036786E-004
 2.1276008E+002, 1.1581688E+002, 1.0595627E-004
 2.1312597E+002, 1.1549532E+002, 1.1352370E-004
 2.1348083E+002, 1.1563214E+002, 1.1216582E-004
 2.1384731E+002, 1.1522257E+002, 1.0368737E-004
 2.1420021E+002, 1.1406862E+002, 9.6065605E-005
 2.1456129E+002, 1.1245084E+002, 9.2407016E-005
 2.1492683E+002, 1.1082310E+002, 9.2011513E-005
 2.1528088E+002, 1.0960219E+002, 9.4127167E-005
 2.1564797E+002, 1.0895113E+002, 9.7653587E-005
 2.1600445E+002, 1.0894907E+002, 1.0083193E-004
 2.1636678E+002, 1.0954123E+002, 1.0378728E-004
 2.1672555E+002, 1.1049471E+002, 1.0483716E-004
 2.1708243E+002, 1.1152020E+002, 1.0582904E-004
 2.1744535E+002, 1.1265611E+002, 1.0937319E-004
 2.1780254E+002, 1.1382763E+002, 1.1195005E-004
 2.1816218E+002, 1.1490526E+002, 1.1320595E-004
 2.1853011E+002, 1.1603711E+002, 1.1472579E-004
 2.1888318E+002, 1.1722203E+002, 1.1682540E-004
 2.1924634E+002, 1.1845629E+002, 1.1895049E-004
 2.1960557E+002, 1.1972005E+002, 1.2078050E-004
 2.1996770E+002, 1.2091555E+002, 1.2170411E-004
 2.2032393E+002, 1.2195243E+002, 1.2189202E-004
 2.2068004E+002, 1.2288762E+002, 1.2188454E-004
 2.2104442E+002, 1.2370810E+002, 1.2167347E-004
 2.2140408E+002, 1.2411667E+002, 1.1769334E-004
 2.2176446E+002, 1.2377896E+002, 1.0917644E-004
 2.2213053E+002, 1.2257525E+002, 1.0149999E-004
 2.2248015E+002, 1.2080224E+002, 9.7941367E-005
 2.2284092E+002, 1.1892616E+002, 9.8191314E-005
 2.2320740E+002, 1.1735093E+002, 1.0190063E-004
 2.2356970E+002, 1.1655692E+002, 1.0884656E-004
 2.2392898E+002, 1.1675860E+002, 1.1723700E-004
 2.2428972E+002, 1.1783400E+002, 1.2486505E-004
 2.2464597E+002, 1.1953945E+002, 1.3153451E-004
 2.2500845E+002, 1.2169534E+002, 1.3790666E-004
 2.2536311E+002, 1.2423404E+002, 1.4528022E-004
 2.2572602E+002, 1.2724020E+002, 1.5406007E-004
 2.2608369E+002, 1.3067876E+002, 1.6294591E-004
 2.2644431E+002, 1.3438473E+002, 1.7182940E-004
 2.2680078E+002, 1.3810481E+002, 1.7574808E-004
 2.2716691E+002, 1.4114556E+002, 1.7392739E-004
 2.2752625E+002, 1.4337377E+002, 1.7275048E-004
 2.2788150E+002, 1.4588878E+002, 1.7593962E-004
 2.2824193E+002, 1.4900351E+002, 1.8077788E-004
 2.2860986E+002, 1.5238508E+002, 1.8965858E-004
 2.2896088E+002, 1.5567080E+002, 1.9664706E-004
 2.2932634E+002, 1.5844240E+002, 1.9771218E-004
 2.2968016E+002, 1.6030588E+002, 1.9385822E-004
 2.3004827E+002, 1.6114192E+002, 1.8635403E-004
 2.3040082E+002, 1.6081474E+002, 1.7055317E-004
 2.3076243E+002, 1.5894648E+002, 1.5038220E-004
 2.3112580E+002, 1.5552969E+002, 1.3374844E-004
 2.3148811E+002, 1.5126882E+002, 1.2285428E-004
 2.3184468E+002, 1.4700484E+002, 1.1759068E-004
 2.3220685E+002, 1.4313067E+002, 1.1454009E-004
 2.3256403E+002, 1.3967773E+002, 1.1242815E-004
 2.3292283E+002, 1.3669314E+002, 1.1130731E-004
 2.3328394E+002, 1.3442764E+002, 1.1363768E-004
 2.3364779E+002, 1.3283437E+002, 1.1828844E-004
 2.3400895E+002, 1.3175607E+002, 1.2338282E-004
 2.3436838E+002, 1.3096207E+002, 1.2574496E-004
 2.3472572E+002, 1.3006640E+002, 1.2267852E-004
 2.3508540E+002, 1.2871876E+002, 1.1698391E-004
 2.3544128E+002, 1.2728594E+002, 1.1707728E-004
 2.3580738E+002, 1.2644069E+002, 1.2177054E-004
 2.3616490E+002, 1.2648928E+002, 1.2726459E-004
 2.3652943E+002, 1.2713992E+002, 1.3220758E-004
 2.3688330E+002, 1.2812784E+002, 1.3762277E-004
 2.3724342E+002, 1.2924025E+002, 1.4155356E-004
 2.3760189E+002, 1.3014919E+002, 1.4132443E-004
 2.3796208E+002, 1.3040750E+002, 1.3715258E-004
 2.3832611E+002, 1.2987306E+002, 1.3089709E-004
 2.3868821E+002, 1.2845882E+002, 1.2350637E-004
 2.3904883E+002, 1.2662271E+002, 1.2039861E-004
 2.3940014E+002, 1.2505122E+002, 1.1859505E-004
 2.3976473E+002, 1.2399157E+002, 1.1800030E-004
 2.4012362E+002, 1.2359744E+002, 1.2172431E-004
 2.4048811E+002, 1.2445871E+002, 1.3583954E-004
 2.4084875E+002, 1.2697046E+002, 1.6051155E-004
 2.4120701E+002, 1.3091897E+002, 1.7931040E-004
 2.4156723E+002, 1.3548807E+002, 1.9042293E-004
 2.4192872E+002, 1.3999147E+002, 1.9509214E-004
 2.4228383E+002, 1.4373612E+002, 1.9654741E-004
 2.4264705E+002, 1.4699217E+002, 1.9200041E-004
 2.4300165E+002, 1.4954807E+002, 1.7924318E-004
 2.4336522E+002, 1.5063370E+002, 1.6038054E-004
 2.4372242E+002, 1.5011529E+002, 1.4647279E-004
 2.4408206E+002, 1.4837499E+002, 1.3560984E-004
 2.4444834E+002, 1.4584731E+002, 1.2706475E-004
 2.4480015E+002, 1.4316854E+002, 1.2106158E-004
 2.4516680E+002, 1.4039190E+002, 1.1631771E-004
 2.4553012E+002, 1.3745573E+002, 1.1358418E-004
 2.4588733E+002, 1.3485857E+002, 1.1465154E-004
 2.4624336E+002, 1.3302185E+002, 1.1742632E-004
 2.4661019E+002, 1.3154482E+002, 1.1686237E-004
 2.4696891E+002, 1.3029299E+002, 1.1399220E-004
 2.4732134E+002, 1.2882191E+002, 1.0820228E-004
 2.4768521E+002, 1.2685513E+002, 1.0581036E-004
 2.4804084E+002, 1.2488197E+002, 1.1048452E-004
 2.4840817E+002, 1.2337732E+002, 1.1919180E-004
 2.4876673E+002, 1.2245336E+002, 1.2623824E-004
 2.4912008E+002, 1.2188878E+002, 1.2743835E-004
 2.4948383E+002, 1.2120327E+002, 1.2029903E-004
 2.4984696E+002, 1.2006842E+002, 1.0989276E-004
 2.5020034E+002, 1.1860801E+002, 1.0029004E-004
 2.5056048E+002, 1.1727772E+002, 9.4863895E-005
 2.5092255E+002, 1.1660970E+002, 9.7379356E-005
 2.5128759E+002, 1.1732643E+002, 1.1520871E-004
 2.5164585E+002, 1.2053881E+002, 1.5367825E-004
 2.5200392E+002, 1.2747604E+002, 1.9744598E-004
 2.5236691E+002, 1.3791745E+002, 2.2597831E-004
 2.5272438E+002, 1.4830226E+002, 2.2494159E-004
 2.5308057E+002, 1.5543117E+002, 2.0961903E-004
 2.5344165E+002, 1.5916243E+002, 1.9482788E-004
 2.5380661E+002, 1.6071902E+002, 1.7953023E-004
 2.5416563E+002, 1.6005519E+002, 1.6137974E-004
 2.5452201E+002, 1.5796800E+002, 1.5409237E-004
 2.5488218E+002, 1.5525807E+002, 1.5217049E-004
 2.5524559E+002, 1.5231218E+002, 1.4705548E-004
 2.5560640E+002, 1.4918011E+002, 1.4015917E-004
 2.5596211E+002, 1.4621020E+002, 1.3825109E-004
 2.5632487E+002, 1.4380839E+002, 1.4084914E-004
 2.5668753E+002, 1.4212371E+002, 1.4468911E-004
 2.5704301E+002, 1.4093610E+002, 1.4675139E-004
 2.5740082E+002, 1.4006490E+002, 1.4593216E-004
 2.5776437E+002, 1.3945875E+002, 1.4447722E-004
 2.5812171E+002, 1.3965118E+002, 1.5586236E-004
 2.5848712E+002, 1.4239793E+002, 1.9054479E-004
 2.5884188E+002, 1.4992561E+002, 2.5167057E-004
 2.5920798E+002, 1.6031274E+002, 2.8520518E-004
 2.5956081E+002, 1.6887230E+002, 2.6432371E-004
 2.5992123E+002, 1.7282071E+002, 2.2765185E-004
 2.6028712E+002, 1.7244655E+002, 1.8792118E-004
 2.6064566E+002, 1.6831195E+002, 1.5285706E-004
 2.6100326E+002, 1.6196120E+002, 1.3065787E-004
 2.6136901E+002, 1.5522942E+002, 1.2485707E-004
 2.6172687E+002, 1.4932705E+002, 1.2713262E-004
 2.6209051E+002, 1.4456995E+002, 1.3311667E-004
 2.6244812E+002, 1.4112788E+002, 1.4269490E-004
 2.6280344E+002, 1.3946148E+002, 1.5605944E-004
 2.6316814E+002, 1.3994351E+002, 1.7753739E-004
 2.6352152E+002, 1.4299762E+002, 2.0881603E-004
 2.6388055E+002, 1.4827889E+002, 2.3360881E-004
 2.6424783E+002, 1.5450256E+002, 2.3930555E-004
 2.6460463E+002, 1.6002700E+002, 2.2918231E-004
 2.6496218E+002, 1.6423598E+002, 2.1389066E-004
 2.6532696E+002, 1.6705943E+002, 2.0189569E-004
 2.6568069E+002, 1.6839057E+002, 1.8866485E-004
 2.6604015E+002, 1.6814198E+002, 1.8713831E-004
 2.6640176E+002, 1.6822623E+002, 1.9972084E-004
 2.6676278E+002, 1.7107181E+002, 2.3359100E-004
 2.6712396E+002, 1.7818805E+002, 2.7629120E-004
 2.6748546E+002, 1.8863841E+002, 3.1716415E-004
 2.6784746E+002, 2.0067847E+002, 3.4468305E-004
 2.6820035E+002, 2.1141867E+002, 3.4763471E-004
 2.6856227E+002, 2.1895024E+002, 3.2370494E-004
 2.6892542E+002, 2.2221403E+002, 2.9219841E-004
