s,C,mol/mol
 1.6741343E+002, 1.7654789E+002, 2.0043291E-004
 1.6778082E+002, 1.7539027E+002, 1.8190026E-004
 1.6812410E+002, 1.7221727E+002, 1.6150626E-004
 1.6848372E+002, 1.6804663E+002, 1.4883214E-004
 1.6884334E+002, 1.6368687E+002, 1.4393790E-004
 1.6922156E+002, 1.5941444E+002, 1.4157961E-004
 1.6956251E+002, 1.5552035E+002, 1.3710338E-004
 1.6993193E+002, 1.5183606E+002, 1.2954751E-004
 1.7028689E+002, 1.4791963E+002, 1.1992467E-004
 1.7065831E+002, 1.4404443E+002, 1.1664927E-004
 1.7100925E+002, 1.4077167E+002, 1.1082545E-004
 1.7136163E+002, 1.3754285E+002, 9.6054780E-005
 1.7174013E+002, 1.3355695E+002, 8.8763024E-005
 1.7209912E+002, 1.2925078E+002, 8.9669214E-005
 1.7244513E+002, 1.2558759E+002, 9.3627691E-005
 1.7280975E+002, 1.2324941E+002, 1.0873463E-004
 1.7317273E+002, 1.2305494E+002, 1.2563531E-004
 1.7353793E+002, 1.2448081E+002, 1.3343369E-004
 1.7389813E+002, 1.2675203E+002, 1.3983701E-004
 1.7424768E+002, 1.2927953E+002, 1.4241651E-004
 1.7462021E+002, 1.3138878E+002, 1.4127052E-004
 1.7497448E+002, 1.3283716E+002, 1.4232516E-004
 1.7532777E+002, 1.3406593E+002, 1.4823976E-004
 1.7568465E+002, 1.3553144E+002, 1.5254098E-004
 1.7604154E+002, 1.3732016E+002, 1.5238664E-004
 1.7640617E+002, 1.3938176E+002, 1.5359583E-004
 1.7676201E+002, 1.4186274E+002, 1.5868014E-004
 1.7713583E+002, 1.4518439E+002, 1.7143895E-004
 1.7749857E+002, 1.5061155E+002, 2.0830749E-004
 1.7784174E+002, 1.5952845E+002, 2.6203672E-004
 1.7821859E+002, 1.7169143E+002, 2.9601160E-004
 1.7858161E+002, 1.8384081E+002, 2.9691385E-004
 1.7892043E+002, 1.9196411E+002, 2.7908134E-004
 1.7929440E+002, 1.9621278E+002, 2.5781914E-004
 1.7965018E+002, 1.9782987E+002, 2.3967572E-004
 1.8000672E+002, 1.9747450E+002, 2.2432947E-004
 1.8036844E+002, 1.9622492E+002, 2.1966727E-004
 1.8073854E+002, 1.9515095E+002, 2.2844057E-004
 1.8109710E+002, 1.9441070E+002, 2.3782536E-004
 1.8145091E+002, 1.9382250E+002, 2.4698808E-004
 1.8180626E+002, 1.9355123E+002, 2.5614913E-004
 1.8217754E+002, 1.9361815E+002, 2.5033332E-004
 1.8253542E+002, 1.9311170E+002, 2.3087240E-004
 1.8289489E+002, 1.9122748E+002, 2.0467747E-004
 1.8325088E+002, 1.8783946E+002, 1.8322475E-004
 1.8361554E+002, 1.8343907E+002, 1.7360101E-004
 1.8397469E+002, 1.7894262E+002, 1.6964961E-004
 1.8433315E+002, 1.7495245E+002, 1.6646668E-004
 1.8469079E+002, 1.7138141E+002, 1.6292878E-004
 1.8505014E+002, 1.6860799E+002, 1.6977956E-004
 1.8540666E+002, 1.6798799E+002, 1.9539953E-004
 1.8576317E+002, 1.7085302E+002, 2.4783769E-004
 1.8614345E+002, 1.7777516E+002, 2.9999025E-004
 1.8648407E+002, 1.8561836E+002, 3.0553875E-004
 1.8685887E+002, 1.9193282E+002, 2.7261859E-004
 1.8721762E+002, 1.9445997E+002, 2.2917861E-004
 1.8758116E+002, 1.9258662E+002, 1.9787043E-004
 1.8792960E+002, 1.8828680E+002, 1.7442232E-004
 1.8828007E+002, 1.8305078E+002, 1.6542708E-004
 1.8866044E+002, 1.7812223E+002, 1.6427007E-004
 1.8901617E+002, 1.7408548E+002, 1.6519658E-004
 1.8937412E+002, 1.7052306E+002, 1.5494717E-004
 1.8974096E+002, 1.6649600E+002, 1.4139777E-004
 1.9009816E+002, 1.6300546E+002, 1.5049399E-004
 1.9045975E+002, 1.6184842E+002, 1.8193961E-004
 1.9082133E+002, 1.6355734E+002, 2.1476898E-004
 1.9118291E+002, 1.6780404E+002, 2.4398767E-004
 1.9153709E+002, 1.7365957E+002, 2.5229133E-004
 1.9189148E+002, 1.7838272E+002, 2.3420296E-004
 1.9224172E+002, 1.7968482E+002, 2.0631045E-004
 1.9260206E+002, 1.7783150E+002, 1.7737446E-004
 1.9298124E+002, 1.7340793E+002, 1.5096828E-004
 1.9333813E+002, 1.6732052E+002, 1.2973609E-004
 1.9368641E+002, 1.6061226E+002, 1.1103436E-004
 1.9404421E+002, 1.5329049E+002, 9.7847863E-005
 1.9441817E+002, 1.4623658E+002, 9.7270137E-005
 1.9476503E+002, 1.4085485E+002, 1.0469865E-004
 1.9512665E+002, 1.3729747E+002, 1.1453161E-004
 1.9548405E+002, 1.3480381E+002, 1.2166532E-004
 1.9584036E+002, 1.3297517E+002, 1.2444393E-004
 1.9621038E+002, 1.3178553E+002, 1.2785398E-004
 1.9658264E+002, 1.3124329E+002, 1.2933265E-004
 1.9692483E+002, 1.3107508E+002, 1.2780729E-004
 1.9728171E+002, 1.3093642E+002, 1.2581180E-004
 1.9765046E+002, 1.3065577E+002, 1.2028323E-004
 1.9801280E+002, 1.2981992E+002, 1.1193272E-004
 1.9837400E+002, 1.2839266E+002, 1.0543139E-004
 1.9872515E+002, 1.2666743E+002, 1.0374216E-004
 1.9909418E+002, 1.2520177E+002, 1.0928836E-004
 1.9945732E+002, 1.2471957E+002, 1.2062987E-004
 1.9980080E+002, 1.2560529E+002, 1.3442893E-004
 2.0017683E+002, 1.2800286E+002, 1.4947998E-004
 2.0054305E+002, 1.3149706E+002, 1.6058852E-004
 2.0088190E+002, 1.3512910E+002, 1.6359098E-004
 2.0124822E+002, 1.3821083E+002, 1.5988103E-004
 2.0161127E+002, 1.4029982E+002, 1.5247024E-004
 2.0196579E+002, 1.4109719E+002, 1.4550899E-004
 2.0232613E+002, 1.4101827E+002, 1.4016094E-004
 2.0269208E+002, 1.4057376E+002, 1.3628914E-004
 2.0305952E+002, 1.4016356E+002, 1.3416825E-004
 2.0341377E+002, 1.4008245E+002, 1.3444229E-004
 2.0376452E+002, 1.4033340E+002, 1.3602174E-004
 2.0413330E+002, 1.4118354E+002, 1.4058845E-004
 2.0449228E+002, 1.4297422E+002, 1.4940847E-004
 2.0484698E+002, 1.4604219E+002, 1.6370163E-004
 2.0521548E+002, 1.5036197E+002, 1.8188425E-004
 2.0556609E+002, 1.5530476E+002, 1.9376654E-004
 2.0593003E+002, 1.6023321E+002, 1.9689278E-004
 2.0629184E+002, 1.6393115E+002, 1.8807093E-004
 2.0664948E+002, 1.6550473E+002, 1.6852205E-004
 2.0700310E+002, 1.6542287E+002, 1.5771670E-004
 2.0737698E+002, 1.6431303E+002, 1.5256529E-004
 2.0772397E+002, 1.6258245E+002, 1.4966068E-004
 2.0808347E+002, 1.6047936E+002, 1.4715436E-004
 2.0844928E+002, 1.5798470E+002, 1.4627555E-004
 2.0880923E+002, 1.5532996E+002, 1.4605915E-004
 2.0916174E+002, 1.5269968E+002, 1.4598336E-004
 2.0954433E+002, 1.5008139E+002, 1.4690119E-004
 2.0988028E+002, 1.4780760E+002, 1.4615258E-004
 2.1026167E+002, 1.4580226E+002, 1.4295426E-004
 2.1061114E+002, 1.4384988E+002, 1.3903516E-004
 2.1096419E+002, 1.4181002E+002, 1.3351310E-004
 2.1132541E+002, 1.3927213E+002, 1.2645495E-004
 2.1170405E+002, 1.3624264E+002, 1.2159468E-004
 2.1204705E+002, 1.3349954E+002, 1.2454573E-004
 2.1240169E+002, 1.3186001E+002, 1.3793713E-004
 2.1277356E+002, 1.3236365E+002, 1.6713481E-004
 2.1314022E+002, 1.3642347E+002, 2.1207574E-004
 2.1349812E+002, 1.4274113E+002, 2.3010629E-004
 2.1386315E+002, 1.4870343E+002, 2.1898530E-004
 2.1421303E+002, 1.5258997E+002, 1.9831219E-004
 2.1456990E+002, 1.5414775E+002, 1.7927281E-004
 2.1492732E+002, 1.5344264E+002, 1.6466832E-004
 2.1529982E+002, 1.5167954E+002, 1.6012812E-004
 2.1564024E+002, 1.5071051E+002, 1.7511394E-004
 2.1601857E+002, 1.5155262E+002, 1.9388622E-004
 2.1637657E+002, 1.5424108E+002, 2.0986122E-004
 2.1674141E+002, 1.5775639E+002, 2.0506427E-004
 2.1708169E+002, 1.5968307E+002, 1.7830068E-004
 2.1746363E+002, 1.5896158E+002, 1.4782093E-004
 2.1782010E+002, 1.5602209E+002, 1.2438060E-004
 2.1817967E+002, 1.5192780E+002, 1.0966861E-004
 2.1852837E+002, 1.4752854E+002, 1.0196231E-004
 2.1888820E+002, 1.4328782E+002, 9.9199852E-005
 2.1925066E+002, 1.3917013E+002, 9.8177749E-005
 2.1961216E+002, 1.3507763E+002, 9.6042024E-005
 2.1997494E+002, 1.3082544E+002, 9.2336591E-005
 2.2032764E+002, 1.2657454E+002, 8.8077368E-005
 2.2070531E+002, 1.2251162E+002, 8.6465651E-005
 2.2105365E+002, 1.1898801E+002, 8.7732139E-005
 2.2140603E+002, 1.1626286E+002, 8.9927774E-005
 2.2177623E+002, 1.1412648E+002, 9.3873710E-005
 2.2212860E+002, 1.1313645E+002, 1.0796606E-004
 2.2249125E+002, 1.1434906E+002, 1.3865594E-004
 2.2284404E+002, 1.1897858E+002, 1.8823943E-004
 2.2320706E+002, 1.2865738E+002, 2.5826771E-004
 2.2357487E+002, 1.4183151E+002, 2.9201650E-004
 2.2394267E+002, 1.5473702E+002, 2.8656797E-004
 2.2430216E+002, 1.6430883E+002, 2.4780889E-004
 2.2464060E+002, 1.6864717E+002, 2.0951954E-004
 2.2500967E+002, 1.6906822E+002, 1.8014219E-004
 2.2536833E+002, 1.6712492E+002, 1.6124017E-004
 2.2573172E+002, 1.6448164E+002, 1.5681936E-004
 2.2609510E+002, 1.6237273E+002, 1.6039521E-004
 2.2645070E+002, 1.6105721E+002, 1.5850940E-004
 2.2681775E+002, 1.5994931E+002, 1.4691138E-004
 2.2716428E+002, 1.5856648E+002, 1.3766274E-004
 2.2753772E+002, 1.5684132E+002, 1.3228574E-004
 2.2789714E+002, 1.5491224E+002, 1.3015587E-004
 2.2826370E+002, 1.5305851E+002, 1.3084175E-004
 2.2860989E+002, 1.5158359E+002, 1.3461335E-004
 2.2897450E+002, 1.5052410E+002, 1.4022964E-004
 2.2933448E+002, 1.4989789E+002, 1.4626387E-004
 2.2969461E+002, 1.4977592E+002, 1.5214117E-004
 2.3006053E+002, 1.5020701E+002, 1.5812034E-004
 2.3041688E+002, 1.5095321E+002, 1.6134876E-004
 2.3076606E+002, 1.5183222E+002, 1.6462533E-004
 2.3112837E+002, 1.5320900E+002, 1.7223173E-004
 2.3149269E+002, 1.5537623E+002, 1.8620550E-004
 2.3184362E+002, 1.5820130E+002, 2.0005905E-004
 2.3222284E+002, 1.6211120E+002, 2.2232224E-004
 2.3258342E+002, 1.6887390E+002, 2.6244116E-004
 2.3293687E+002, 1.7999894E+002, 3.2311527E-004
 2.3328059E+002, 1.9470609E+002, 4.0238505E-004
 2.3364845E+002, 2.1114084E+002, 4.4361967E-004
 2.3400691E+002, 2.2577727E+002, 4.1647601E-004
 2.3436109E+002, 2.3518758E+002, 3.6041711E-004
 2.3472448E+002, 2.3804483E+002, 3.0493759E-004
 2.3509634E+002, 2.3516981E+002, 2.5707380E-004
 2.3545263E+002, 2.2869361E+002, 2.1501468E-004
 2.3582006E+002, 2.1976695E+002, 1.8324684E-004
 2.3616170E+002, 2.1096436E+002, 1.7199679E-004
 2.3652036E+002, 2.0324173E+002, 1.6776673E-004
 2.3689312E+002, 1.9627421E+002, 1.6766381E-004
 2.3724991E+002, 1.9065288E+002, 1.7583987E-004
 2.3760772E+002, 1.8708922E+002, 1.9298380E-004
 2.3798014E+002, 1.8625918E+002, 2.2229102E-004
 2.3833027E+002, 1.8931333E+002, 2.8243640E-004
 2.3869595E+002, 1.9739115E+002, 3.8344528E-004
 2.3904016E+002, 2.0866276E+002, 4.5045939E-004
 2.3940732E+002, 2.2058609E+002, 4.5907139E-004
 2.3977770E+002, 2.3055008E+002, 4.2102122E-004
 2.4013219E+002, 2.3685222E+002, 3.6305202E-004
 2.4049258E+002, 2.4048701E+002, 3.1612834E-004
 2.4084947E+002, 2.4221404E+002, 2.8733851E-004
 2.4121603E+002, 2.4077286E+002, 2.4420405E-004
 2.4156342E+002, 2.3450998E+002, 1.9914306E-004
 2.4193331E+002, 2.2576969E+002, 1.7455719E-004
 2.4228292E+002, 2.1725828E+002, 1.6999396E-004
 2.4264785E+002, 2.1049659E+002, 1.7807122E-004
 2.4301278E+002, 2.0532487E+002, 1.8440723E-004
 2.4337771E+002, 2.0107856E+002, 1.8192078E-004
 2.4373228E+002, 1.9692114E+002, 1.7425488E-004
 2.4410284E+002, 1.9239589E+002, 1.6524972E-004
 2.4445922E+002, 1.8774737E+002, 1.5783225E-004
 2.4481793E+002, 1.8339530E+002, 1.5633067E-004
 2.4516568E+002, 1.7970629E+002, 1.5967881E-004
 2.4554715E+002, 1.7664886E+002, 1.6202302E-004
 2.4589107E+002, 1.7412751E+002, 1.6252373E-004
 2.4624695E+002, 1.7206817E+002, 1.6225397E-004
 2.4660983E+002, 1.7022579E+002, 1.6162744E-004
 2.4697744E+002, 1.6843817E+002, 1.6075777E-004
 2.4732055E+002, 1.6666985E+002, 1.5849156E-004
 2.4768817E+002, 1.6462465E+002, 1.5234110E-004
 2.4805579E+002, 1.6177525E+002, 1.4211273E-004
 2.4842340E+002, 1.5814964E+002, 1.3121035E-004
 2.4876651E+002, 1.5436258E+002, 1.2358412E-004
 2.4913413E+002, 1.5071081E+002, 1.1932625E-004
 2.4950175E+002, 1.4732027E+002, 1.1897062E-004
 2.4986193E+002, 1.4472947E+002, 1.2368501E-004
 2.5022388E+002, 1.4361634E+002, 1.3866076E-004
 2.5056749E+002, 1.4491715E+002, 1.7088257E-004
 2.5092348E+002, 1.5052692E+002, 2.3440370E-004
 2.5129329E+002, 1.6349862E+002, 3.2554671E-004
 2.5164198E+002, 1.8217597E+002, 3.9853659E-004
 2.5201958E+002, 2.0165972E+002, 4.2303091E-004
 2.5237334E+002, 2.2000484E+002, 4.2656205E-004
 2.5273345E+002, 2.3561578E+002, 4.1859937E-004
 2.5308320E+002, 2.4659034E+002, 3.7152738E-004
 2.5345482E+002, 2.4768972E+002, 2.7766488E-004
 2.5381858E+002, 2.3944494E+002, 2.0974211E-004
 2.5416095E+002, 2.2856864E+002, 1.8999448E-004
 2.5452554E+002, 2.1894613E+002, 1.9062764E-004
 2.5488418E+002, 2.1024661E+002, 1.8371301E-004
 2.5524100E+002, 2.0164646E+002, 1.6396638E-004
 2.5561488E+002, 1.9231352E+002, 1.4104098E-004
 2.5596349E+002, 1.8304190E+002, 1.2763144E-004
 2.5632874E+002, 1.7456764E+002, 1.2523747E-004
 2.5670195E+002, 1.6751039E+002, 1.3080186E-004
 2.5705834E+002, 1.6305944E+002, 1.5684758E-004
 2.5740265E+002, 1.6390416E+002, 2.4907298E-004
 2.5777924E+002, 1.7355939E+002, 3.7850127E-004
 2.5813202E+002, 1.8959603E+002, 4.0467296E-004
 2.5849545E+002, 2.0345914E+002, 3.5723626E-004
 2.5884772E+002, 2.1118362E+002, 3.0315530E-004
 2.5921010E+002, 2.1149557E+002, 2.4731663E-004
 2.5956304E+002, 2.0626478E+002, 2.0183936E-004
 2.5993525E+002, 1.9784575E+002, 1.6837065E-004
 2.6028007E+002, 1.8821023E+002, 1.4720385E-004
 2.6065426E+002, 1.7895981E+002, 1.3916624E-004
 2.6100679E+002, 1.7123672E+002, 1.4059436E-004
 2.6137889E+002, 1.6533545E+002, 1.4264842E-004
 2.6172601E+002, 1.6061585E+002, 1.4104141E-004
 2.6209331E+002, 1.5705156E+002, 1.5290023E-004
 2.6245002E+002, 1.5607472E+002, 1.8935861E-004
 2.6280873E+002, 1.5857790E+002, 2.2949564E-004
 2.6316381E+002, 1.6382326E+002, 2.4912988E-004
 2.6353601E+002, 1.6995238E+002, 2.5051265E-004
 2.6388776E+002, 1.7505875E+002, 2.3968704E-004
 2.6424053E+002, 1.7795956E+002, 2.2729530E-004
 2.6462379E+002, 1.7982747E+002, 2.3154484E-004
 2.6498549E+002, 1.8300497E+002, 2.5176172E-004
 2.6532936E+002, 1.8753793E+002, 2.6705141E-004
 2.6568480E+002, 1.9111375E+002, 2.5376982E-004
 2.6604640E+002, 1.9179523E+002, 2.2290862E-004
 2.6641308E+002, 1.8905743E+002, 1.9715638E-004
 2.6677006E+002, 1.8443499E+002, 1.7940535E-004
 2.6713364E+002, 1.7925450E+002, 1.7176011E-004
 2.6749723E+002, 1.7498308E+002, 1.7896202E-004
 2.6786081E+002, 1.7293285E+002, 1.9955352E-004
 2.6820242E+002, 1.7400051E+002, 2.3243562E-004
 2.6856740E+002, 1.7861403E+002, 2.6109829E-004
 2.6893118E+002, 1.8497847E+002, 2.6116759E-004
 2.6929001E+002, 1.8931855E+002, 2.3280880E-004
 2.6965179E+002, 1.8862496E+002, 1.8237217E-004
 2.7000539E+002, 1.8375643E+002, 1.4841010E-004
 2.7036093E+002, 1.7736558E+002, 1.3423398E-004
 2.7073712E+002, 1.7109519E+002, 1.3241983E-004
 2.7109300E+002, 1.6654142E+002, 1.4081375E-004
 2.7144644E+002, 1.6436668E+002, 1.5827826E-004
 2.7181024E+002, 1.6477135E+002, 1.8336927E-004
 2.7217969E+002, 1.6725375E+002, 2.0737611E-004
 2.7253022E+002, 1.7055745E+002, 2.1975878E-004
 2.7289227E+002, 1.7369975E+002, 2.2201790E-004
 2.7324069E+002, 1.7598435E+002, 2.1645115E-004
 2.7360894E+002, 1.7700711E+002, 2.0720871E-004
 2.7396470E+002, 1.7706724E+002, 2.0039079E-004
 2.7434159E+002, 1.7651306E+002, 1.9682684E-004
 2.7468243E+002, 1.7550152E+002, 1.9601868E-004
 2.7505483E+002, 1.7419633E+002, 1.9215717E-004
 2.7540585E+002, 1.7243083E+002, 1.8393113E-004
 2.7576196E+002, 1.7010215E+002, 1.7661577E-004
 2.7613356E+002, 1.6724243E+002, 1.7041724E-004
 2.7648448E+002, 1.6461774E+002, 1.7484306E-004
 2.7684228E+002, 1.6329849E+002, 1.8870521E-004
 2.7721821E+002, 1.6312891E+002, 1.9511895E-004
 2.7757428E+002, 1.6284526E+002, 1.8310507E-004
 2.7793765E+002, 1.6102443E+002, 1.5920391E-004
 2.7829561E+002, 1.5774093E+002, 1.4268646E-004
 2.7865795E+002, 1.5402309E+002, 1.3346278E-004
 2.7900509E+002, 1.5068616E+002, 1.3249574E-004
 2.7938095E+002, 1.4850531E+002, 1.4104601E-004
 2.7973784E+002, 1.4791234E+002, 1.5364889E-004
 2.8010187E+002, 1.4865213E+002, 1.6387331E-004
 2.8044619E+002, 1.4980257E+002, 1.6703071E-004
 2.8080747E+002, 1.5062836E+002, 1.6373901E-004
 2.8116521E+002, 1.5091752E+002, 1.5872238E-004
 2.8153172E+002, 1.5073378E+002, 1.5587410E-004
 2.8189766E+002, 1.5029357E+002, 1.5518377E-004
 2.8224806E+002, 1.4990027E+002, 1.5773919E-004
 2.8261955E+002, 1.4975253E+002, 1.6262268E-004
 2.8296625E+002, 1.5006415E+002, 1.7013566E-004
 2.8332699E+002, 1.5113803E+002, 1.7880054E-004
 2.8368062E+002, 1.5266804E+002, 1.8282877E-004
 2.8405074E+002, 1.5404121E+002, 1.8105075E-004
 2.8441525E+002, 1.5466421E+002, 1.7423337E-004
 2.8477591E+002, 1.5416683E+002, 1.6425071E-004
 2.8513620E+002, 1.5258617E+002, 1.5306304E-004
 2.8550283E+002, 1.5010406E+002, 1.4154344E-004
 2.8584095E+002, 1.4710521E+002, 1.3026711E-004
 2.8620170E+002, 1.4380383E+002, 1.1965388E-004
 2.8656962E+002, 1.4008352E+002, 1.0997288E-004
 2.8693400E+002, 1.3615621E+002, 1.0165398E-004
 2.8728228E+002, 1.3250572E+002, 9.7688080E-005
 2.8765871E+002, 1.2936356E+002, 9.7657323E-005
 2.8800737E+002, 1.2681540E+002, 9.8984705E-005
 2.8837746E+002, 1.2472245E+002, 1.0021534E-004
 2.8872847E+002, 1.2287438E+002, 1.0119249E-004
 2.8908048E+002, 1.2113525E+002, 9.9920394E-005
 2.8945269E+002, 1.1920335E+002, 9.7949495E-005
 2.8981157E+002, 1.1716798E+002, 9.6107148E-005
 2.9016272E+002, 1.1531032E+002, 9.4980686E-005
 2.9053349E+002, 1.1364747E+002, 9.4195816E-005
 2.9088211E+002, 1.1221486E+002, 9.4048559E-005
 2.9124480E+002, 1.1120357E+002, 9.5224263E-005
 2.9161145E+002, 1.1077988E+002, 9.7808850E-005
 2.9196032E+002, 1.1095781E+002, 1.0138477E-004
 2.9233941E+002, 1.1190098E+002, 1.1137220E-004
 2.9269584E+002, 1.1438952E+002, 1.3530137E-004
 2.9305228E+002, 1.1898183E+002, 1.6693302E-004
 2.9340369E+002, 1.2614576E+002, 2.0219902E-004
 2.9376886E+002, 1.3575381E+002, 2.3092482E-004
 2.9412286E+002, 1.4588709E+002, 2.4038738E-004
 2.9449641E+002, 1.5497524E+002, 2.3808570E-004
 2.9485866E+002, 1.6254693E+002, 2.3876590E-004
 2.9522157E+002, 1.6877885E+002, 2.4441609E-004
 2.9558297E+002, 1.7508362E+002, 2.6442966E-004
 2.9592076E+002, 1.8234704E+002, 2.9630187E-004
 2.9629828E+002, 1.9186611E+002, 3.3649769E-004
 2.9666336E+002, 2.0524485E+002, 3.8605053E-004
 2.9702147E+002, 2.1968711E+002, 4.2261404E-004
 2.9737958E+002, 2.3206275E+002, 4.1975290E-004
 2.9773741E+002, 2.4085792E+002, 3.8654864E-004
 2.9810011E+002, 2.4609100E+002, 3.5002015E-004
 2.9845450E+002, 2.4886035E+002, 3.3255204E-004
 2.9881681E+002, 2.5002434E+002, 3.2210566E-004
 2.9917912E+002, 2.4948648E+002, 3.0921126E-004
 2.9954143E+002, 2.4751718E+002, 2.9987948E-004
 2.9988899E+002, 2.4462165E+002, 2.8349556E-004
 3.0024051E+002, 2.4002993E+002, 2.5853630E-004
 3.0060243E+002, 2.3328486E+002, 2.3467725E-004
 3.0096691E+002, 2.2486487E+002, 2.1252841E-004
 3.0132475E+002, 2.1579208E+002, 1.9862863E-004
 3.0169392E+002, 2.0725979E+002, 1.9395581E-004
 3.0204545E+002, 2.0027270E+002, 1.9720196E-004
 3.0241899E+002, 1.9531354E+002, 2.0790056E-004
 3.0276701E+002, 1.9261805E+002, 2.2511857E-004
 3.0313719E+002, 1.9261723E+002, 2.4809103E-004
 3.0348408E+002, 1.9613151E+002, 2.8484546E-004
 3.0384181E+002, 2.0505641E+002, 3.6158811E-004
 3.0422339E+002, 2.2000281E+002, 4.3536220E-004
 3.0458112E+002, 2.3377303E+002, 4.3140821E-004
 3.0493884E+002, 2.4372535E+002, 3.9885810E-004
 3.0529657E+002, 2.5111787E+002, 3.7482991E-004
 3.0565430E+002, 2.5724875E+002, 3.7296393E-004
 3.0601203E+002, 2.6263260E+002, 3.7282467E-004
 3.0636976E+002, 2.6691617E+002, 3.6049493E-004
 3.0674418E+002, 2.6878477E+002, 3.2924306E-004
 3.0709259E+002, 2.6643038E+002, 2.9097442E-004
 3.0744893E+002, 2.6086377E+002, 2.7433629E-004
 3.0780889E+002, 2.5573905E+002, 2.9554793E-004
 3.0816609E+002, 2.5618318E+002, 4.0202671E-004
 3.0854289E+002, 2.6635595E+002, 5.6895913E-004
 3.0888421E+002, 2.7911473E+002, 5.6496622E-004
 3.0924671E+002, 2.8678606E+002, 4.5407256E-004
 3.0960294E+002, 2.8505241E+002, 3.2373748E-004
 3.0996930E+002, 2.7290014E+002, 2.2195644E-004
 3.1034477E+002, 2.5537117E+002, 1.7468082E-004
 3.1069133E+002, 2.3857102E+002, 1.5505916E-004
 3.1106196E+002, 2.2315454E+002, 1.4019409E-004
 3.1141990E+002, 2.0898494E+002, 1.2789964E-004
 3.1176412E+002, 1.9669457E+002, 1.1935881E-004
 3.1212828E+002, 1.8581534E+002, 1.1748883E-004
 3.1249432E+002, 1.7629664E+002, 1.1799274E-004
 3.1286228E+002, 1.6806426E+002, 1.1721577E-004
 3.1320832E+002, 1.6091773E+002, 1.1455002E-004
 3.1358069E+002, 1.5446239E+002, 1.1202146E-004
 3.1392938E+002, 1.4886028E+002, 1.1310946E-004
 3.1430298E+002, 1.4450678E+002, 1.1777707E-004
 3.1464846E+002, 1.4133293E+002, 1.2354220E-004
 3.1501747E+002, 1.3925210E+002, 1.3154859E-004
 3.1538047E+002, 1.3845531E+002, 1.4401610E-004
 3.1574217E+002, 1.3899155E+002, 1.5487584E-004
 3.1609138E+002, 1.4046328E+002, 1.6456676E-004
 3.1644073E+002, 1.4241881E+002, 1.7336105E-004
 3.1682477E+002, 1.4471501E+002, 1.8263012E-004
 3.1716700E+002, 1.4720117E+002, 1.9166126E-004
 3.1753631E+002, 1.5006185E+002, 2.0047042E-004
 3.1790018E+002, 1.5362342E+002, 2.0818357E-004
 3.1826068E+002, 1.5735290E+002, 2.1079101E-004
 3.1860094E+002, 1.6055986E+002, 2.0669486E-004
 3.1897366E+002, 1.6272626E+002, 1.9678475E-004
 3.1932976E+002, 1.6336577E+002, 1.8461921E-004
 3.1968014E+002, 1.6250370E+002, 1.7552726E-004
 3.2004954E+002, 1.6068445E+002, 1.6789819E-004
 3.2040870E+002, 1.5826907E+002, 1.5863239E-004
 3.2078001E+002, 1.5524880E+002, 1.4730645E-004
 3.2112091E+002, 1.5181975E+002, 1.3945293E-004
 3.2148362E+002, 1.4888824E+002, 1.4132295E-004
 3.2185162E+002, 1.4750363E+002, 1.5872520E-004
 3.2220416E+002, 1.4957394E+002, 2.0363767E-004
 3.2257186E+002, 1.5825463E+002, 2.8806580E-004
 3.2293629E+002, 1.7348195E+002, 3.3461319E-004
 3.2330356E+002, 1.8564559E+002, 2.7423313E-004
 3.2364858E+002, 1.8882820E+002, 2.1498225E-004
 3.2402244E+002, 1.8560020E+002, 1.6992040E-004
 3.2437451E+002, 1.7895913E+002, 1.3496164E-004
 3.2472365E+002, 1.7131883E+002, 1.1648180E-004
 3.2508462E+002, 1.6374996E+002, 1.1107781E-004
 3.2545225E+002, 1.5666903E+002, 1.1373387E-004
 3.2581703E+002, 1.5108814E+002, 1.2449810E-004
 3.2618181E+002, 1.4823270E+002, 1.4670057E-004
 3.2652227E+002, 1.4873088E+002, 1.7799407E-004
 3.2688705E+002, 1.5188612E+002, 2.0445806E-004
 3.2725183E+002, 1.5517704E+002, 1.9761245E-004
 3.2760688E+002, 1.5556502E+002, 1.6999381E-004
 3.2798138E+002, 1.5312145E+002, 1.5700500E-004
 3.2832914E+002, 1.5026729E+002, 1.6145339E-004
 3.2870365E+002, 1.4891765E+002, 1.7819510E-004
 3.2905140E+002, 1.4957352E+002, 1.9516336E-004
 3.2942591E+002, 1.5132991E+002, 2.0101820E-004
 3.2977601E+002, 1.5426479E+002, 2.1439334E-004
 3.3013900E+002, 1.5890043E+002, 2.2986690E-004
 3.3048789E+002, 1.6420320E+002, 2.4210995E-004
 3.3084123E+002, 1.6954532E+002, 2.6021621E-004
 3.3121058E+002, 1.7600435E+002, 2.9497746E-004
 3.3157490E+002, 1.8474159E+002, 3.3756082E-004
 3.3192227E+002, 1.9670707E+002, 3.8153147E-004
 3.3229302E+002, 2.1044213E+002, 4.0231534E-004
 3.3264981E+002, 2.2233756E+002, 3.6758598E-004
 3.3302226E+002, 2.2749389E+002, 2.7455899E-004
 3.3338450E+002, 2.2478807E+002, 2.1356594E-004
 3.3373361E+002, 2.1815698E+002, 1.8222494E-004
 3.3409961E+002, 2.1022157E+002, 1.6344725E-004
 3.3444755E+002, 2.0200806E+002, 1.5206019E-004
 3.3480043E+002, 1.9422214E+002, 1.5115505E-004
