s,C,mol/mol
 2.7766473E+001, 3.8151400E+001, 1.9052406E-005
 2.8110679E+001, 3.8355887E+001, 1.8726006E-005
 2.8454884E+001, 3.8524285E+001, 1.8480939E-005
 2.8856458E+001, 3.8691470E+001, 1.8292437E-005
 2.9200663E+001, 3.8849355E+001, 1.8188352E-005
 2.9544869E+001, 3.8991484E+001, 1.8184105E-005
 2.9889074E+001, 3.9133163E+001, 1.8279178E-005
 3.0290647E+001, 3.9292100E+001, 1.8499869E-005
 3.0634853E+001, 3.9459590E+001, 1.8832472E-005
 3.0960564E+001, 3.9619553E+001, 1.9213216E-005
 3.1370188E+001, 3.9810212E+001, 1.9705713E-005
 3.1728609E+001, 4.0025400E+001, 2.0261582E-005
 3.2087029E+001, 4.0239425E+001, 2.0786409E-005
 3.2445450E+001, 4.0465440E+001, 2.1247833E-005
 3.2803871E+001, 4.0705635E+001, 2.1639791E-005
 3.3162292E+001, 4.0957520E+001, 2.1989373E-005
 3.3520712E+001, 4.1220717E+001, 2.2311499E-005
 3.3879133E+001, 4.1493388E+001, 2.2627497E-005
 3.4237554E+001, 4.1769948E+001, 2.2966593E-005
 3.4567048E+001, 4.2040824E+001, 2.3309656E-005
 3.4930389E+001, 4.2330108E+001, 2.3644777E-005
 3.5293730E+001, 4.2652630E+001, 2.3969258E-005
 3.5661612E+001, 4.2996507E+001, 2.4268168E-005
 3.6011328E+001, 4.3348377E+001, 2.4549095E-005
 3.6379216E+001, 4.3701983E+001, 2.4817340E-005
 3.6728032E+001, 4.4065366E+001, 2.5082289E-005
 3.7098649E+001, 4.4448412E+001, 2.5338030E-005
 3.7482347E+001, 4.4863003E+001, 2.5647598E-005
 3.7827457E+001, 4.5269897E+001, 2.6085524E-005
 3.8172567E+001, 4.5667381E+001, 2.6666099E-005
 3.8560816E+001, 4.6114961E+001, 2.7453852E-005
 3.8915993E+001, 4.6597515E+001, 2.8385245E-005
 3.9262470E+001, 4.7083821E+001, 2.9307816E-005
 3.9607772E+001, 4.7584434E+001, 3.0167782E-005
 3.9986940E+001, 4.8116575E+001, 3.0888477E-005
 4.0351830E+001, 4.8621767E+001, 3.1422160E-005
 4.0688180E+001, 4.9052777E+001, 3.1698330E-005
 4.1079203E+001, 4.9462854E+001, 3.1566102E-005
 4.1430326E+001, 4.9810394E+001, 3.1096649E-005
 4.1781449E+001, 5.0067147E+001, 3.0442601E-005
 4.2132571E+001, 5.0252023E+001, 2.9622252E-005
 4.2483694E+001, 5.0368584E+001, 2.8675712E-005
 4.2855849E+001, 5.0419278E+001, 2.7580633E-005
 4.3229377E+001, 5.0411113E+001, 2.6365800E-005
 4.3570074E+001, 5.0352633E+001, 2.5199314E-005
 4.3926738E+001, 5.0248455E+001, 2.4133763E-005
 4.4302374E+001, 5.0106401E+001, 2.3196686E-005
 4.4678009E+001, 4.9946413E+001, 2.2558294E-005
 4.5011908E+001, 4.9802988E+001, 2.2210609E-005
 4.5387543E+001, 4.9689979E+001, 2.2127413E-005
 4.5721442E+001, 4.9623523E+001, 2.2302352E-005
 4.6097077E+001, 4.9623288E+001, 2.2761137E-005
 4.6472713E+001, 4.9707591E+001, 2.3626395E-005
 4.6806611E+001, 4.9876355E+001, 2.4865307E-005
 4.7180525E+001, 5.0146693E+001, 2.6531439E-005
 4.7554438E+001, 5.0572849E+001, 2.8683000E-005
 4.7883482E+001, 5.1111517E+001, 3.0924553E-005
 4.8253657E+001, 5.1755105E+001, 3.3286890E-005
 4.8627327E+001, 5.2533591E+001, 3.5940615E-005
 4.8996815E+001, 5.3431197E+001, 3.8868802E-005
 4.9333050E+001, 5.4417292E+001, 4.1781195E-005
 4.9690554E+001, 5.5501652E+001, 4.4230266E-005
 5.0055545E+001, 5.6689347E+001, 4.6163176E-005
 5.0427964E+001, 5.7936627E+001, 4.7834586E-005
 5.0778577E+001, 5.9181418E+001, 4.9224905E-005
 5.1129189E+001, 6.0365503E+001, 5.0352546E-005
 5.1495617E+001, 6.1534591E+001, 5.1003678E-005
 5.1843708E+001, 6.2656424E+001, 5.0813669E-005
 5.2217546E+001, 6.3707580E+001, 4.9889004E-005
 5.2578257E+001, 6.4545533E+001, 4.8682935E-005
 5.2931952E+001, 6.5060137E+001, 4.7596511E-005
 5.3298680E+001, 6.5352133E+001, 4.5976790E-005
 5.3665408E+001, 6.5462417E+001, 4.4403587E-005
 5.4017466E+001, 6.5441351E+001, 4.3168857E-005
 5.4375917E+001, 6.5345057E+001, 4.1313875E-005
 5.4733217E+001, 6.5164834E+001, 3.9482366E-005
 5.5090518E+001, 6.4938211E+001, 3.8601024E-005
 5.5454965E+001, 6.4759336E+001, 3.8650115E-005
 5.5812076E+001, 6.4702015E+001, 3.9711510E-005
 5.6187965E+001, 6.4818455E+001, 4.2254614E-005
 5.6529683E+001, 6.5120468E+001, 4.5435232E-005
 5.6905572E+001, 6.5569475E+001, 4.7642977E-005
 5.7274626E+001, 6.6185709E+001, 5.0038607E-005
 5.7621608E+001, 6.6886929E+001, 5.2214178E-005
 5.7975534E+001, 6.7715911E+001, 5.4147853E-005
 5.8336015E+001, 6.8723230E+001, 5.5798908E-005
 5.8698870E+001, 6.9817318E+001, 5.6609665E-005
 5.9064966E+001, 7.0857169E+001, 5.6224946E-005
 5.9427185E+001, 7.1672601E+001, 5.4695294E-005
 5.9793784E+001, 7.2157178E+001, 5.2147709E-005
 6.0153836E+001, 7.2233260E+001, 4.8608765E-005
 6.0490969E+001, 7.1919247E+001, 4.4495945E-005
 6.0868025E+001, 7.1238389E+001, 3.9903472E-005
 6.1210518E+001, 7.0273315E+001, 3.5554395E-005
 6.1566522E+001, 6.9187682E+001, 3.2321094E-005
 6.1946721E+001, 6.8013487E+001, 2.9921290E-005
 6.2288899E+001, 6.6909659E+001, 2.8436098E-005
 6.2661313E+001, 6.5922972E+001, 2.7751730E-005
 6.3008326E+001, 6.5044564E+001, 2.7668222E-005
 6.3390040E+001, 6.4364262E+001, 2.8193471E-005
 6.3729795E+001, 6.3908728E+001, 2.9246448E-005
 6.4102662E+001, 6.3618941E+001, 3.0530621E-005
 6.4444457E+001, 6.3526536E+001, 3.2785369E-005
 6.4808284E+001, 6.3691306E+001, 3.5347471E-005
 6.5172939E+001, 6.4030815E+001, 3.6665184E-005
 6.5534755E+001, 6.4386096E+001, 3.6161325E-005
 6.5896571E+001, 6.4607075E+001, 3.4657643E-005
 6.6258386E+001, 6.4652880E+001, 3.2620351E-005
 6.6620202E+001, 6.4554921E+001, 3.0826706E-005
 6.6982018E+001, 6.4366027E+001, 2.9534153E-005
 6.7343834E+001, 6.4106662E+001, 2.8359078E-005
 6.7711262E+001, 6.3774039E+001, 2.7265784E-005
 6.8057208E+001, 6.3437802E+001, 2.6827008E-005
 6.8406300E+001, 6.3110956E+001, 2.6734508E-005
 6.8786840E+001, 6.2758490E+001, 2.6988954E-005
 6.9132787E+001, 6.2504145E+001, 2.7912689E-005
 6.9513327E+001, 6.2496008E+001, 2.9634044E-005
 6.9859274E+001, 6.2757245E+001, 3.2371805E-005
 7.0205220E+001, 6.3324844E+001, 3.6538566E-005
 7.0585761E+001, 6.4391911E+001, 4.3533928E-005
 7.0931707E+001, 6.6071109E+001, 5.3451871E-005
 7.1289466E+001, 6.8440424E+001, 6.6045894E-005
 7.1647258E+001, 7.1846455E+001, 8.2315944E-005
 7.2011698E+001, 7.6647722E+001, 1.0192248E-004
 7.2363709E+001, 8.2685394E+001, 1.2229337E-004
 7.2744528E+001, 8.9304214E+001, 1.3416301E-004
 7.3080873E+001, 9.5160954E+001, 1.3187272E-004
 7.3447794E+001, 9.9409097E+001, 1.2164026E-004
 7.3814715E+001, 1.0221968E+002, 1.0913689E-004
 7.4161150E+001, 1.0364353E+002, 9.7744143E-005
 7.4522819E+001, 1.0410298E+002, 9.0540576E-005
 7.4893945E+001, 1.0419581E+002, 8.9318490E-005
 7.5264871E+001, 1.0449652E+002, 9.4483959E-005
 7.5627450E+001, 1.0528120E+002, 1.0254747E-004
 7.5974914E+001, 1.0654699E+002, 1.0953703E-004
 7.6334580E+001, 1.0810201E+002, 1.1393936E-004
 7.6708625E+001, 1.0977077E+002, 1.1421623E-004
 7.7052673E+001, 1.1107738E+002, 1.0990490E-004
 7.7412660E+001, 1.1174273E+002, 1.0237290E-004
 7.7786487E+001, 1.1164393E+002, 9.3716707E-005
 7.8134885E+001, 1.1083648E+002, 8.5637851E-005
 7.8494714E+001, 1.0967212E+002, 8.1002058E-005
 7.8844228E+001, 1.0868631E+002, 8.1852379E-005
 7.9220932E+001, 1.0819667E+002, 8.5654600E-005
 7.9574653E+001, 1.0826833E+002, 9.0538942E-005
 7.9939265E+001, 1.0872508E+002, 9.4346965E-005
 8.0296080E+001, 1.0940714E+002, 9.5630403E-005
 8.0670604E+001, 1.1021682E+002, 9.5657917E-005
 8.1007273E+001, 1.1101167E+002, 9.5873384E-005
 8.1371999E+001, 1.1187513E+002, 9.7667113E-005
 8.1736725E+001, 1.1299379E+002, 1.0203057E-004
 8.2083005E+001, 1.1448804E+002, 1.0953363E-004
 8.2467036E+001, 1.1672655E+002, 1.2077851E-004
 8.2801097E+001, 1.1961819E+002, 1.3358153E-004
 8.3165574E+001, 1.2318969E+002, 1.4916570E-004
 8.3528911E+001, 1.2772960E+002, 1.6736822E-004
 8.3884822E+001, 1.3312532E+002, 1.8270956E-004
 8.4247723E+001, 1.3881140E+002, 1.9295139E-004
 8.4618118E+001, 1.4456316E+002, 1.9740540E-004
 8.4968762E+001, 1.4972151E+002, 1.9487905E-004
 8.5335103E+001, 1.5393352E+002, 1.8694932E-004
 8.5698187E+001, 1.5680682E+002, 1.7406834E-004
 8.6053292E+001, 1.5792911E+002, 1.5787795E-004
 8.6424083E+001, 1.5716162E+002, 1.3980093E-004
 8.6764848E+001, 1.5460385E+002, 1.2257532E-004
 8.7126937E+001, 1.5082961E+002, 1.0563004E-004
 8.7502303E+001, 1.4613470E+002, 9.3912991E-005
 8.7840159E+001, 1.4166744E+002, 9.0031224E-005
 8.8210142E+001, 1.3802520E+002, 9.3245398E-005
 8.8583821E+001, 1.3544862E+002, 1.0299709E-004
 8.8941380E+001, 1.3464498E+002, 1.1810694E-004
 8.9300803E+001, 1.3569981E+002, 1.3296975E-004
 8.9664448E+001, 1.3802250E+002, 1.4513447E-004
 9.0017710E+001, 1.4077598E+002, 1.5212957E-004
 9.0363593E+001, 1.4305571E+002, 1.5225722E-004
 9.0734225E+001, 1.4443427E+002, 1.4795619E-004
 9.1099023E+001, 1.4495046E+002, 1.4376388E-004
 9.1455915E+001, 1.4488734E+002, 1.3706802E-004
 9.1815905E+001, 1.4405874E+002, 1.2427794E-004
 9.2174083E+001, 1.4244549E+002, 1.1766207E-004
 9.2535374E+001, 1.4058544E+002, 1.1570686E-004
 9.2901395E+001, 1.3885224E+002, 1.1593108E-004
 9.3252950E+001, 1.3755198E+002, 1.1833430E-004
 9.3615767E+001, 1.3681764E+002, 1.2215742E-004
 9.3975843E+001, 1.3661961E+002, 1.2710868E-004
 9.4326048E+001, 1.3702591E+002, 1.3334407E-004
 9.4688682E+001, 1.3814569E+002, 1.4141116E-004
 9.5050801E+001, 1.4004586E+002, 1.5025097E-004
 9.5412824E+001, 1.4242795E+002, 1.5600120E-004
 9.5765251E+001, 1.4444373E+002, 1.5180767E-004
 9.6138662E+001, 1.4513469E+002, 1.3768080E-004
 9.6502101E+001, 1.4397591E+002, 1.2017299E-004
 9.6842342E+001, 1.4126704E+002, 1.0591030E-004
 9.7204755E+001, 1.3764801E+002, 9.5472822E-005
 9.7573791E+001, 1.3346833E+002, 8.7912014E-005
 9.7927112E+001, 1.2940788E+002, 8.2777176E-005
 9.8288287E+001, 1.2564193E+002, 7.8968240E-005
 9.8644196E+001, 1.2221759E+002, 7.6277348E-005
 9.9002003E+001, 1.1920646E+002, 7.5359546E-005
 9.9375678E+001, 1.1658383E+002, 7.5666254E-005
 9.9723481E+001, 1.1447118E+002, 7.7567091E-005
 1.0008138E+002, 1.1288714E+002, 8.1089600E-005
 1.0045303E+002, 1.1183843E+002, 8.4957116E-005
 1.0080163E+002, 1.1123644E+002, 8.7114218E-005
 1.0116331E+002, 1.1084488E+002, 8.8005445E-005
 1.0152916E+002, 1.1061500E+002, 8.8869306E-005
 1.0189500E+002, 1.1063282E+002, 9.1013465E-005
 1.0224256E+002, 1.1097215E+002, 9.4804040E-005
 1.0261983E+002, 1.1174709E+002, 1.0092138E-004
 1.0297196E+002, 1.1310542E+002, 1.1108033E-004
 1.0332409E+002, 1.1565084E+002, 1.3246516E-004
 1.0370136E+002, 1.2065444E+002, 1.6622042E-004
 1.0404121E+002, 1.2794559E+002, 1.9612520E-004
 1.0440115E+002, 1.3680521E+002, 2.1695119E-004
 1.0476621E+002, 1.4605107E+002, 2.1627156E-004
 1.0513762E+002, 1.5316989E+002, 2.0034184E-004
 1.0548386E+002, 1.5740852E+002, 1.8863969E-004
 1.0585098E+002, 1.6086545E+002, 1.9353862E-004
 1.0621318E+002, 1.6535296E+002, 2.0944640E-004
 1.0656238E+002, 1.7004647E+002, 2.1624897E-004
 1.0692146E+002, 1.7315818E+002, 2.0720168E-004
 1.0728017E+002, 1.7407408E+002, 1.8751808E-004
 1.0764736E+002, 1.7306951E+002, 1.6749079E-004
 1.0801080E+002, 1.7116944E+002, 1.5503577E-004
 1.0836616E+002, 1.6966929E+002, 1.5626680E-004
 1.0872248E+002, 1.6939390E+002, 1.7104282E-004
 1.0909001E+002, 1.7061131E+002, 1.9146661E-004
 1.0944491E+002, 1.7285387E+002, 2.0499782E-004
 1.0980692E+002, 1.7522532E+002, 2.1194561E-004
 1.1016069E+002, 1.7731569E+002, 2.1638162E-004
 1.1053463E+002, 1.7925600E+002, 2.2082376E-004
 1.1089258E+002, 1.8103624E+002, 2.2581020E-004
 1.1125984E+002, 1.8236353E+002, 2.1897652E-004
 1.1160876E+002, 1.8246966E+002, 2.0175962E-004
 1.1196996E+002, 1.8177642E+002, 1.8957597E-004
 1.1232692E+002, 1.8030791E+002, 1.7681882E-004
 1.1268313E+002, 1.7816575E+002, 1.6750392E-004
 1.1304990E+002, 1.7582340E+002, 1.6640153E-004
 1.1341502E+002, 1.7405615E+002, 1.7558582E-004
 1.1376886E+002, 1.7348933E+002, 1.9231267E-004
 1.1412510E+002, 1.7426968E+002, 2.1301313E-004
 1.1448196E+002, 1.7656156E+002, 2.3272041E-004
 1.1485121E+002, 1.8092844E+002, 2.5387241E-004
 1.1520686E+002, 1.8766590E+002, 2.8128480E-004
 1.1556251E+002, 1.9627005E+002, 3.1445051E-004
 1.1594039E+002, 2.0611333E+002, 3.5792632E-004
 1.1628715E+002, 2.1570047E+002, 4.0541094E-004
 1.1664718E+002, 2.2444469E+002, 4.3088971E-004
 1.1700728E+002, 2.3259594E+002, 4.3405821E-004
 1.1736451E+002, 2.3979115E+002, 4.2440466E-004
 1.1772608E+002, 2.4617049E+002, 4.1065914E-004
 1.1809705E+002, 2.5210917E+002, 4.0750429E-004
 1.1844632E+002, 2.5762827E+002, 4.1800136E-004
 1.1880162E+002, 2.6267101E+002, 4.3587530E-004
 1.1917279E+002, 2.6751858E+002, 4.3709008E-004
 1.1954210E+002, 2.7188866E+002, 4.1333939E-004
 1.1988321E+002, 2.7465179E+002, 3.6383901E-004
 1.2025974E+002, 2.7406176E+002, 2.9572489E-004
 1.2060705E+002, 2.6794023E+002, 2.3088682E-004
 1.2096563E+002, 2.5713726E+002, 1.8040385E-004
 1.2132103E+002, 2.4454855E+002, 1.4956197E-004
 1.2168058E+002, 2.3198869E+002, 1.3596890E-004
 1.2205092E+002, 2.2056475E+002, 1.3414940E-004
 1.2240813E+002, 2.1109521E+002, 1.3538746E-004
 1.2276041E+002, 2.0332105E+002, 1.3719504E-004
 1.2312273E+002, 1.9691896E+002, 1.3962996E-004
 1.2348732E+002, 1.9192145E+002, 1.4334196E-004
 1.2384090E+002, 1.8845000E+002, 1.5089584E-004
 1.2420312E+002, 1.8635123E+002, 1.6758918E-004
 1.2456869E+002, 1.8563208E+002, 1.9094925E-004
 1.2492192E+002, 1.8641099E+002, 2.1152684E-004
 1.2528273E+002, 1.8861586E+002, 2.3120213E-004
 1.2564082E+002, 1.9203772E+002, 2.5046419E-004
 1.2602033E+002, 1.9721611E+002, 2.7289864E-004
 1.2637744E+002, 2.0481506E+002, 2.9711439E-004
 1.2673446E+002, 2.1468888E+002, 3.2102225E-004
 1.2710040E+002, 2.2525871E+002, 3.3383840E-004
 1.2744403E+002, 2.3380908E+002, 3.3107638E-004
 1.2781731E+002, 2.4026641E+002, 3.2670415E-004
 1.2817792E+002, 2.4580786E+002, 3.3828439E-004
 1.2853853E+002, 2.5065297E+002, 3.5164215E-004
 1.2889914E+002, 2.5403486E+002, 3.3251106E-004
 1.2925037E+002, 2.5430452E+002, 2.8624490E-004
 1.2960114E+002, 2.4990273E+002, 2.3719085E-004
 1.2996660E+002, 2.4079573E+002, 1.9508919E-004
 1.3034290E+002, 2.2986693E+002, 1.7218011E-004
 1.3068258E+002, 2.1981659E+002, 1.5835436E-004
 1.3105830E+002, 2.1148013E+002, 1.6116896E-004
 1.3140149E+002, 2.0493916E+002, 1.6896468E-004
 1.3176775E+002, 1.9944178E+002, 1.7295305E-004
 1.3213542E+002, 1.9460390E+002, 1.8287398E-004
 1.3249074E+002, 1.9128947E+002, 2.0104481E-004
 1.3284809E+002, 1.8959147E+002, 2.1469822E-004
 1.3320159E+002, 1.8890724E+002, 2.0881199E-004
 1.3357295E+002, 1.8774967E+002, 1.8937012E-004
 1.3392329E+002, 1.8473681E+002, 1.6538899E-004
 1.3429629E+002, 1.8010496E+002, 1.4344126E-004
 1.3465054E+002, 1.7474501E+002, 1.2823732E-004
 1.3500339E+002, 1.6948085E+002, 1.1806963E-004
 1.3537229E+002, 1.6428424E+002, 1.1041385E-004
 1.3573035E+002, 1.5936782E+002, 1.0505203E-004
 1.3608087E+002, 1.5499480E+002, 1.0048500E-004
 1.3644248E+002, 1.5095940E+002, 9.5901041E-005
 1.3681087E+002, 1.4718236E+002, 9.2600946E-005
 1.3717399E+002, 1.4389342E+002, 9.3269776E-005
 1.3752946E+002, 1.4127570E+002, 9.6622367E-005
 1.3788668E+002, 1.3906607E+002, 9.9823261E-005
 1.3824251E+002, 1.3718983E+002, 1.0260798E-004
 1.3860141E+002, 1.3584158E+002, 1.0291959E-004
 1.3898093E+002, 1.3451614E+002, 9.8962416E-005
 1.3934302E+002, 1.3288994E+002, 9.4222492E-005
 1.3968404E+002, 1.3125963E+002, 9.2968435E-005
 1.4005458E+002, 1.2993075E+002, 9.7792711E-005
 1.4041550E+002, 1.2943068E+002, 1.1000653E-004
 1.4078204E+002, 1.3052018E+002, 1.3169254E-004
 1.4112969E+002, 1.3310380E+002, 1.5128035E-004
 1.4150218E+002, 1.3627681E+002, 1.5601785E-004
 1.4184984E+002, 1.3898002E+002, 1.4610830E-004
 1.4220755E+002, 1.4023986E+002, 1.3057343E-004
 1.4257947E+002, 1.3971425E+002, 1.1534940E-004
 1.4292012E+002, 1.3805434E+002, 1.0731828E-004
 1.4328221E+002, 1.3603678E+002, 1.0341655E-004
 1.4365543E+002, 1.3443681E+002, 1.0738912E-004
 1.4400706E+002, 1.3391734E+002, 1.1691837E-004
 1.4438212E+002, 1.3487463E+002, 1.3262377E-004
 1.4473375E+002, 1.3748738E+002, 1.5184457E-004
 1.4508537E+002, 1.4127085E+002, 1.6835828E-004
 1.4544627E+002, 1.4586201E+002, 1.7896414E-004
 1.4581705E+002, 1.5060680E+002, 1.8189575E-004
 1.4616055E+002, 1.5424405E+002, 1.8092820E-004
 1.4653203E+002, 1.5696983E+002, 1.7864619E-004
 1.4689791E+002, 1.5894628E+002, 1.7303090E-004
 1.4725409E+002, 1.6030601E+002, 1.6783622E-004
 1.4761484E+002, 1.6125773E+002, 1.6564257E-004
 1.4797568E+002, 1.6218617E+002, 1.7001390E-004
 1.4832671E+002, 1.6295548E+002, 1.8594216E-004
 1.4869800E+002, 1.6480384E+002, 2.1579510E-004
 1.4906214E+002, 1.6892238E+002, 2.5131523E-004
 1.4940709E+002, 1.7445650E+002, 2.7635681E-004
 1.4977229E+002, 1.8032748E+002, 2.8711559E-004
 1.5012561E+002, 1.8587573E+002, 2.8498103E-004
 1.5049863E+002, 1.9070820E+002, 2.7748311E-004
 1.5084155E+002, 1.9470398E+002, 2.7135628E-004
 1.5121765E+002, 1.9795683E+002, 2.6636791E-004
 1.5156824E+002, 2.0061937E+002, 2.6054002E-004
 1.5193655E+002, 2.0267420E+002, 2.5614778E-004
 1.5228946E+002, 2.0406971E+002, 2.5217304E-004
 1.5265414E+002, 2.0451019E+002, 2.4787460E-004
 1.5301027E+002, 2.0400751E+002, 2.4040630E-004
 1.5336639E+002, 2.0295995E+002, 2.3300319E-004
 1.5372015E+002, 2.0198669E+002, 2.3050667E-004
 1.5408577E+002, 2.0146096E+002, 2.3282588E-004
 1.5445496E+002, 2.0175703E+002, 2.4042270E-004
 1.5481896E+002, 2.0333018E+002, 2.5280637E-004
 1.5517152E+002, 2.0628250E+002, 2.6691383E-004
 1.5553601E+002, 2.1056685E+002, 2.7549549E-004
 1.5590436E+002, 2.1544112E+002, 2.7429005E-004
 1.5624019E+002, 2.1915793E+002, 2.6512234E-004
 1.5661392E+002, 2.2135193E+002, 2.5156330E-004
 1.5697298E+002, 2.2215648E+002, 2.4076210E-004
 1.5733888E+002, 2.2176067E+002, 2.3320981E-004
 1.5770101E+002, 2.2048123E+002, 2.2849058E-004
 1.5804238E+002, 2.1860143E+002, 2.2673979E-004
 1.5841084E+002, 2.1616028E+002, 2.2652518E-004
 1.5876874E+002, 2.1307306E+002, 2.2470525E-004
 1.5912184E+002, 2.0929860E+002, 2.1813114E-004
 1.5949143E+002, 2.0456632E+002, 2.0661744E-004
 1.5986298E+002, 1.9893785E+002, 1.9208842E-004
 1.6021110E+002, 1.9270187E+002, 1.7620462E-004
 1.6056198E+002, 1.8603673E+002, 1.5944970E-004
 1.6093074E+002, 1.7877607E+002, 1.4237435E-004
 1.6129949E+002, 1.7151608E+002, 1.3130462E-004
 1.6164367E+002, 1.6554086E+002, 1.3215448E-004
 1.6200720E+002, 1.6103625E+002, 1.2706787E-004
 1.6238069E+002, 1.5676495E+002, 1.1336169E-004
 1.6273222E+002, 1.5208555E+002, 1.0858566E-004
 1.6308374E+002, 1.4782338E+002, 1.1635783E-004
 1.6345198E+002, 1.4507296E+002, 1.3336762E-004
 1.6381192E+002, 1.4479824E+002, 1.5541991E-004
 1.6416556E+002, 1.4717835E+002, 1.7753131E-004
 1.6453800E+002, 1.5176735E+002, 1.9647568E-004
 1.6488144E+002, 1.5722271E+002, 2.0596051E-004
 1.6524844E+002, 1.6208125E+002, 2.0803167E-004
 1.6561799E+002, 1.6628765E+002, 2.1062742E-004
 1.6597828E+002, 1.6963824E+002, 2.0758844E-004
 1.6633858E+002, 1.7212769E+002, 2.0309764E-004
 1.6669565E+002, 1.7412650E+002, 2.0534949E-004
 1.6705121E+002, 1.7578018E+002, 2.0864900E-004
